"","cccn","restrictions","productcode","sic","sic_label","id","year","import","tariff","qr","hci","chemicals","patroleum","primary_metal","mfg_metal","machines","electric_eq","transport_eq"
"2850",4428,"333220",200,2431,"Millwork",475,82,"1",30,0,0,0,0,0,0,0,0,0
"2851",9403,"333331",520,2434,"Wood kitchen cabinets",476,68,"0.5",100,3,0,0,0,0,0,0,0,0
"2852",9403,"333331",520,2434,"Wood kitchen cabinets",476,74,"1.6",80,3,0,0,0,0,0,0,0,0
"2853",9403,"333331",520,2434,"Wood kitchen cabinets",476,76,"1.6",60,3,0,0,0,0,0,0,0,0
"2854",9403,"333331",520,2434,"Wood kitchen cabinets",476,78,"2.6",60,3,0,0,0,0,0,0,0,0
"2855",9403,"333331",520,2434,"Wood kitchen cabinets",476,80,"2.7",60,3,0,0,0,0,0,0,0,0
"2856",9403,"333331",520,2434,"Wood kitchen cabinets",476,82,"6.3",50,1,0,0,0,0,0,0,0,0
"2857",4414,"020000",200,2435,"Hardwood veneer & plywood",477,68,"0",50,0,0,0,0,0,0,0,0,0
"2858",4415,"130000",200,2435,"Hardwood veneer & plywood",478,68,"0.1",50,1,0,0,0,0,0,0,0,0
"2859",4414,"020000",200,2435,"Hardwood veneer & plywood",477,74,"0",60,2,0,0,0,0,0,0,0,0
"2860",4415,"130000",200,2435,"Hardwood veneer & plywood",478,74,"0.4",60,3,0,0,0,0,0,0,0,0
"2861",4414,"020000",200,2435,"Hardwood veneer & plywood",477,76,"0",50,0,0,0,0,0,0,0,0,0
"2862",4415,"130000",200,2435,"Hardwood veneer & plywood",478,76,"0.3",50,0,0,0,0,0,0,0,0,0
"2863",4414,"020000",200,2435,"Hardwood veneer & plywood",477,78,"0.3",30,0,0,0,0,0,0,0,0,0
"2864",4415,"130000",200,2435,"Hardwood veneer & plywood",478,78,"3.6",40,0,0,0,0,0,0,0,0,0
"2865",4414,"020000",200,2435,"Hardwood veneer & plywood",477,80,"2",30,0,0,0,0,0,0,0,0,0
"2866",4415,"130000",200,2435,"Hardwood veneer & plywood",478,80,"14.4",30,0,0,0,0,0,0,0,0,0
"2867",4414,"020000",200,2435,"Hardwood veneer & plywood",477,82,"14.4",20,0,0,0,0,0,0,0,0,0
"2868",4415,"130000",200,2435,"Hardwood veneer & plywood",478,82,"7.2",30,0,0,0,0,0,0,0,0,0
"2869",4414,"020000",200,2436,"Softwood veneer & plywood",479,68,"0",50,0,0,0,0,0,0,0,0,0
"2870",4415,"130000",200,2436,"Softwood veneer & plywood",480,68,"0.1",50,1,0,0,0,0,0,0,0,0
"2871",4414,"020000",200,2436,"Softwood veneer & plywood",479,74,"0",60,2,0,0,0,0,0,0,0,0
"2872",4415,"130000",200,2436,"Softwood veneer & plywood",480,74,"0.4",60,3,0,0,0,0,0,0,0,0
"2873",4414,"020000",200,2436,"Softwood veneer & plywood",479,76,"0",50,0,0,0,0,0,0,0,0,0
"2874",4415,"130000",200,2436,"Softwood veneer & plywood",480,76,"0.3",50,0,0,0,0,0,0,0,0,0
"2875",4414,"020000",200,2436,"Softwood veneer & plywood",479,78,"0.3",30,0,0,0,0,0,0,0,0,0
"2876",4415,"130000",200,2436,"Softwood veneer & plywood",480,78,"3.6",40,0,0,0,0,0,0,0,0,0
"2877",4414,"020000",200,2436,"Softwood veneer & plywood",479,80,"2",30,0,0,0,0,0,0,0,0,0
"2878",4415,"130000",200,2436,"Softwood veneer & plywood",480,80,"14.4",30,0,0,0,0,0,0,0,0,0
"2879",4414,"020000",200,2436,"Softwood veneer & plywood",479,82,"14.4",20,0,0,0,0,0,0,0,0,0
"2880",4415,"130000",200,2436,"Softwood veneer & plywood",480,82,"7.2",30,0,0,0,0,0,0,0,0,0
"2881",4423,"133111",200,2439,"Structural wood members, nspf",481,68,"0",50,1,0,0,0,0,0,0,0,0
"2882",4423,"133111",200,2439,"Structural wood members, nspf",481,74,"0",60,3,0,0,0,0,0,0,0,0
"2883",4423,"133111",200,2439,"Structural wood members, nspf",481,76,"0.1",60,3,0,0,0,0,0,0,0,0
"2884",4423,"133111",200,2439,"Structural wood members, nspf",481,78,"0.7",40,1,0,0,0,0,0,0,0,0
"2885",4423,"133111",200,2439,"Structural wood members, nspf",481,80,"1.2",40,1,0,0,0,0,0,0,0,0
"2886",4423,"133111",200,2439,"Structural wood members, nspf",481,82,"1.3",40,1,0,0,0,0,0,0,0,0
"2887",4421,"111320",200,2448,"Wood pallets & skids",482,68,"0",50,1,0,0,0,0,0,0,0,0
"2888",4421,"111320",200,2448,"Wood pallets & skids",482,74,"0",50,1,0,0,0,0,0,0,0,0
"2889",4421,"111320",200,2448,"Wood pallets & skids",482,76,"0",40,1,0,0,0,0,0,0,0,0
"2890",4421,"111320",200,2448,"Wood pallets & skids",482,78,"0",60,3,0,0,0,0,0,0,0,0
"2891",4421,"111320",200,2448,"Wood pallets & skids",482,80,"0",60,2,0,0,0,0,0,0,0,0
"2892",4421,"111320",200,2448,"Wood pallets & skids",482,82,"0.3",50,0,0,0,0,0,0,0,0,0
"2893",4421,"111320",200,2449,"Wood containers, nspf",483,68,"0",50,1,0,0,0,0,0,0,0,0
"2894",4421,"111320",200,2449,"Wood containers, nspf",483,74,"0",50,1,0,0,0,0,0,0,0,0
"2895",4421,"111320",200,2449,"Wood containers, nspf",483,76,"0",40,1,0,0,0,0,0,0,0,0
"2896",4421,"111320",200,2449,"Wood containers, nspf",483,78,"0",60,3,0,0,0,0,0,0,0,0
"2897",4421,"111320",200,2449,"Wood containers, nspf",483,80,"0",60,2,0,0,0,0,0,0,0,0
"2898",4421,"111320",200,2449,"Wood containers, nspf",483,82,"0.3",50,0,0,0,0,0,0,0,0,0
"2899",8714,"211311",332,2451,"Trailers & semi-trailers for housing or camping, nspf",484,68,"0.4",70,2,0,0,0,0,0,0,0,0
"2900",8714,"211311",332,2451,"Trailers & semi-trailers for housing or camping, nspf",484,74,"2.5",45,1,0,0,0,0,0,0,0,0
"2901",8714,"211311",332,2451,"Trailers & semi-trailers for housing or camping, nspf",484,76,"2.1",45,1,0,0,0,0,0,0,0,0
"2902",8714,"211311",332,2451,"Trailers & semi-trailers for housing or camping, nspf",484,78,"8",50,3,0,0,0,0,0,0,0,0
"2903",8714,"211311",332,2451,"Trailers & semi-trailers for housing or camping, nspf",484,80,"2.8",35,1,0,0,0,0,0,0,0,0
"2904",8714,"211311",332,2451,"Trailers & semi-trailers for housing or camping, nspf",484,82,"2.4",35,1,0,0,0,0,0,0,0,0
"2905",4403,"001100",204,2491,"Wood products, preserved or treated",485,68,"86.7",13,0,0,0,0,0,0,0,0,0
"2906",4403,"001100",204,2491,"Wood products, preserved or treated",485,74,"340.7",18,0,0,0,0,0,0,0,0,0
"2907",4403,"001100",204,2491,"Wood products, preserved or treated",485,76,"413.2",23,1,0,0,0,0,0,0,0,0
"2908",4403,"001100",204,2491,"Wood products, preserved or treated",485,78,"647.8",15,1,0,0,0,0,0,0,0,0
"2909",4403,"001100",204,2491,"Wood products, preserved or treated",485,80,"858.1",13,0,0,0,0,0,0,0,0,0
"2910",4403,"001100",204,2491,"Wood products, preserved or treated",485,82,"607.8",13,0,0,0,0,0,0,0,0,0
"2911",4411,"000000",200,2493,"Reconstituted wood products",486,68,"0",40,0,0,0,0,0,0,0,0,0
"2912",4418,"000000",200,2493,"Reconstituted wood products",487,68,"0",40,0,0,0,0,0,0,0,0,0
"2913",4411,"000000",200,2493,"Reconstituted wood products",486,74,"0.1",30,0,0,0,0,0,0,0,0,0
"2914",4418,"000000",200,2493,"Reconstituted wood products",487,74,"0",40,0,0,0,0,0,0,0,0,0
"2915",4411,"000000",200,2493,"Reconstituted wood products",486,76,"0.1",30,0,0,0,0,0,0,0,0,0
"2916",4418,"000000",200,2493,"Reconstituted wood products",487,76,"0",40,0,0,0,0,0,0,0,0,0
"2917",4411,"000000",200,2493,"Reconstituted wood products",486,78,"0",20,0,0,0,0,0,0,0,0,0
"2918",4418,"000000",200,2493,"Reconstituted wood products",487,78,"0",40,0,0,0,0,0,0,0,0,0
"2919",4411,"000000",200,2493,"Reconstituted wood products",486,80,"0.1",20,0,0,0,0,0,0,0,0,0
"2920",4418,"000000",200,2493,"Reconstituted wood products",487,80,"0.6",30,0,0,0,0,0,0,0,0,0
"2921",4411,"000000",200,2493,"Reconstituted wood products",486,82,"0.4",20,0,0,0,0,0,0,0,0,0
"2922",4418,"000000",200,2493,"Reconstituted wood products",487,82,"1",30,0,0,0,0,0,0,0,0,0
"2923",4401,"000000",204,2499,"Wood products, nspf",488,68,"0",10,0,0,0,0,0,0,0,0,0
"2924",4412,"000000",200,2499,"Wood products, nspf",489,68,"0",20,0,0,0,0,0,0,0,0,0
"2925",4420,"333320",200,2499,"Wood products, nspf",490,68,"0",70,3,0,0,0,0,0,0,0,0
"2926",4424,"333320",200,2499,"Wood products, nspf",491,68,"0",70,3,0,0,0,0,0,0,0,0
"2927",4425,"331300",200,2499,"Wood products, nspf",492,68,"0",70,3,0,0,0,0,0,0,0,0
"2928",4427,"333331",200,2499,"Wood products, nspf",493,68,"0",100,3,0,0,0,0,0,0,0,0
"2929",4428,"333220",200,2499,"Wood products, nspf",494,68,"0",100,3,0,0,0,0,0,0,0,0
"2930",4501,"000000",204,2499,"Wood products, nspf",495,68,"0",23,0,0,0,0,0,0,0,0,0
"2931",4502,"000000",204,2499,"Wood products, nspf",496,68,"0",40,0,0,0,0,0,0,0,0,0
"2932",4503,"000000",200,2499,"Wood products, nspf",497,68,"0",50,0,0,0,0,0,0,0,0,0
"2933",4504,"000000",200,2499,"Wood products, nspf",498,68,"0.1",45,0,0,0,0,0,0,0,0,0
"2934",4602,"222211",400,2499,"Wood products, nspf",499,68,"0",75,2,0,0,0,0,0,0,0,0
"2935",4603,"233331",500,2499,"Wood products, nspf",500,68,"0",75,2,0,0,0,0,0,0,0,0
"2936",9811,"222220",500,2499,"Wood products, nspf",501,68,"0",100,2,0,0,0,0,0,0,0,0
"2937",4401,"000000",204,2499,"Wood products, nspf",488,74,"0",10,0,0,0,0,0,0,0,0,0
"2938",4412,"000000",200,2499,"Wood products, nspf",489,74,"0",20,0,0,0,0,0,0,0,0,0
"2939",4420,"333320",200,2499,"Wood products, nspf",490,74,"0",60,3,0,0,0,0,0,0,0,0
"2940",4424,"333320",200,2499,"Wood products, nspf",491,74,"0",60,3,0,0,0,0,0,0,0,0
"2941",4425,"331300",200,2499,"Wood products, nspf",492,74,"0",60,3,0,0,0,0,0,0,0,0
"2942",4427,"333331",200,2499,"Wood products, nspf",493,74,"0.1",100,3,0,0,0,0,0,0,0,0
"2943",4428,"333220",200,2499,"Wood products, nspf",494,74,"0.3",NA,3,0,0,0,0,0,0,0,0
"2944",4501,"000000",204,2499,"Wood products, nspf",495,74,"0.2",20,0,0,0,0,0,0,0,0,0
"2945",4502,"000000",204,2499,"Wood products, nspf",496,74,"0",30,0,0,0,0,0,0,0,0,0
"2946",4503,"000000",200,2499,"Wood products, nspf",497,74,"0",50,0,0,0,0,0,0,0,0,0
"2947",4504,"000000",200,2499,"Wood products, nspf",498,74,"0.1",45,0,0,0,0,0,0,0,0,0
"2948",4602,"222211",400,2499,"Wood products, nspf",499,74,"0",55,2,0,0,0,0,0,0,0,0
"2949",4603,"233331",500,2499,"Wood products, nspf",500,74,"0",70,3,0,0,0,0,0,0,0,0
"2950",9811,"222220",500,2499,"Wood products, nspf",501,74,"0",100,2,0,0,0,0,0,0,0,0
"2951",4401,"000000",204,2499,"Wood products, nspf",488,76,"0",10,0,0,0,0,0,0,0,0,0
"2952",4412,"000000",200,2499,"Wood products, nspf",489,76,"0",20,0,0,0,0,0,0,0,0,0
"2953",4420,"333320",200,2499,"Wood products, nspf",490,76,"0",60,3,0,0,0,0,0,0,0,0
"2954",4424,"333320",200,2499,"Wood products, nspf",491,76,"0",60,3,0,0,0,0,0,0,0,0
"2955",4425,"331300",200,2499,"Wood products, nspf",492,76,"0",40,1,0,0,0,0,0,0,0,0
"2956",4427,"333331",200,2499,"Wood products, nspf",493,76,"0",100,3,0,0,0,0,0,0,0,0
"2957",4428,"333220",200,2499,"Wood products, nspf",494,76,"0.3",60,3,0,0,0,0,0,0,0,0
"2958",4501,"000000",204,2499,"Wood products, nspf",495,76,"0.3",20,0,0,0,0,0,0,0,0,0
"2959",4502,"000000",204,2499,"Wood products, nspf",496,76,"0",30,0,0,0,0,0,0,0,0,0
"2960",4503,"000000",200,2499,"Wood products, nspf",497,76,"0",40,0,0,0,0,0,0,0,0,0
"2961",4504,"000000",200,2499,"Wood products, nspf",498,76,"0",40,0,0,0,0,0,0,0,0,0
"2962",4602,"222211",400,2499,"Wood products, nspf",499,76,"0",45,2,0,0,0,0,0,0,0,0
"2963",4603,"233331",500,2499,"Wood products, nspf",500,76,"0",70,3,0,0,0,0,0,0,0,0
"2964",9811,"222220",500,2499,"Wood products, nspf",501,76,"0",100,2,0,0,0,0,0,0,0,0
"2965",4401,"000000",204,2499,"Wood products, nspf",488,78,"0.1",20,0,0,0,0,0,0,0,0,0
"2966",4412,"000000",200,2499,"Wood products, nspf",489,78,"0",20,0,0,0,0,0,0,0,0,0
"2967",4420,"333320",200,2499,"Wood products, nspf",490,78,"0",60,3,0,0,0,0,0,0,0,0
"2968",4424,"333320",200,2499,"Wood products, nspf",491,78,"0.4",60,3,0,0,0,0,0,0,0,0
"2969",4425,"331300",200,2499,"Wood products, nspf",492,78,"0.3",50,3,0,0,0,0,0,0,0,0
"2970",4427,"333331",200,2499,"Wood products, nspf",493,78,"0.2",60,3,0,0,0,0,0,0,0,0
"2971",4428,"333220",200,2499,"Wood products, nspf",494,78,"1.1",50,2,0,0,0,0,0,0,0,0
"2972",4501,"000000",204,2499,"Wood products, nspf",495,78,"0.4",20,0,0,0,0,0,0,0,0,0
"2973",4502,"000000",204,2499,"Wood products, nspf",496,78,"0.1",20,0,0,0,0,0,0,0,0,0
"2974",4503,"000000",200,2499,"Wood products, nspf",497,78,"0.1",40,0,0,0,0,0,0,0,0,0
"2975",4504,"000000",200,2499,"Wood products, nspf",498,78,"0",40,0,0,0,0,0,0,0,0,0
"2976",4602,"222211",400,2499,"Wood products, nspf",499,78,"0.1",60,2,0,0,0,0,0,0,0,0
"2977",4603,"233331",500,2499,"Wood products, nspf",500,78,"0",60,3,0,0,0,0,0,0,0,0
"2978",9811,"222220",500,2499,"Wood products, nspf",501,78,"0",100,2,0,0,0,0,0,0,0,0
"2979",4401,"000000",204,2499,"Wood products, nspf",488,80,"0",5,0,0,0,0,0,0,0,0,0
"2980",4412,"000000",200,2499,"Wood products, nspf",489,80,"0",20,0,0,0,0,0,0,0,0,0
"2981",4420,"333320",200,2499,"Wood products, nspf",490,80,"0",60,2,0,0,0,0,0,0,0,0
"2982",4424,"333320",200,2499,"Wood products, nspf",491,80,"0.1",60,2,0,0,0,0,0,0,0,0
"2983",4425,"331300",200,2499,"Wood products, nspf",492,80,"0",40,0,0,0,0,0,0,0,0,0
"2984",4427,"333331",200,2499,"Wood products, nspf",493,80,"0.3",60,3,0,0,0,0,0,0,0,0
"2985",4428,"333220",200,2499,"Wood products, nspf",494,80,"1.1",35,2,0,0,0,0,0,0,0,0
"2986",4501,"000000",204,2499,"Wood products, nspf",495,80,"0.4",20,0,0,0,0,0,0,0,0,0
"2987",4502,"000000",204,2499,"Wood products, nspf",496,80,"0",20,0,0,0,0,0,0,0,0,0
"2988",4503,"000000",200,2499,"Wood products, nspf",497,80,"0.1",30,0,0,0,0,0,0,0,0,0
"2989",4504,"000000",200,2499,"Wood products, nspf",498,80,"0",30,0,0,0,0,0,0,0,0,0
"2990",4602,"222211",400,2499,"Wood products, nspf",499,80,"1.7",50,1,0,0,0,0,0,0,0,0
"2991",4603,"233331",500,2499,"Wood products, nspf",500,80,"0.1",55,3,0,0,0,0,0,0,0,0
"2992",9811,"222220",500,2499,"Wood products, nspf",501,80,"0.3",60,2,0,0,0,0,0,0,0,0
"2993",4401,"000000",204,2499,"Wood products, nspf",488,82,"0.1",5,0,0,0,0,0,0,0,0,0
"2994",4412,"000000",200,2499,"Wood products, nspf",489,82,"0.3",20,0,0,0,0,0,0,0,0,0
"2995",4420,"333320",200,2499,"Wood products, nspf",490,82,"0.2",50,0,0,0,0,0,0,0,0,0
"2996",4424,"333320",200,2499,"Wood products, nspf",491,82,"0.1",50,0,0,0,0,0,0,0,0,0
"2997",4425,"331300",200,2499,"Wood products, nspf",492,82,"0",40,0,0,0,0,0,0,0,0,0
"2998",4427,"333331",200,2499,"Wood products, nspf",493,82,"0.2",50,1,0,0,0,0,0,0,0,0
"2999",4428,"333220",200,2499,"Wood products, nspf",494,82,"1",30,0,0,0,0,0,0,0,0,0
"3000",4501,"000000",204,2499,"Wood products, nspf",495,82,"0.3",20,0,0,0,0,0,0,0,0,0
"3001",4502,"000000",204,2499,"Wood products, nspf",496,82,"0",20,0,0,0,0,0,0,0,0,0
"3002",4503,"000000",200,2499,"Wood products, nspf",497,82,"0.1",30,0,0,0,0,0,0,0,0,0
"3003",4504,"000000",200,2499,"Wood products, nspf",498,82,"0",30,0,0,0,0,0,0,0,0,0
"3004",4602,"222211",400,2499,"Wood products, nspf",499,82,"3",50,1,0,0,0,0,0,0,0,0
"3005",4603,"233331",500,2499,"Wood products, nspf",500,82,"0",50,1,0,0,0,0,0,0,0,0
"3006",9811,"222220",500,2499,"Wood products, nspf",501,82,"0.5",50,0,0,0,0,0,0,0,0,0
"3007",9401,"333331",520,2514,"Household metal furniture, nspf; household seats, nspf",502,68,"0",100,3,0,0,0,0,0,0,0,0
"3008",9401,"333331",520,2514,"Household metal furniture, nspf; household seats, nspf",502,74,"0.4",80,3,0,0,0,0,0,0,0,0
"3009",9401,"333331",520,2514,"Household metal furniture, nspf; household seats, nspf",502,76,"1.2",60,3,0,0,0,0,0,0,0,0
"3010",9401,"333331",520,2514,"Household metal furniture, nspf; household seats, nspf",502,78,"1.3",60,3,0,0,0,0,0,0,0,0
"3011",9401,"333331",520,2514,"Household metal furniture, nspf; household seats, nspf",502,80,"0.6",60,3,0,0,0,0,0,0,0,0
"3012",9401,"333331",520,2514,"Household metal furniture, nspf; household seats, nspf",502,82,"1.3",50,1,0,0,0,0,0,0,0,0
"3013",9401,"333331",520,2515,"Mattresses & bedsprings",503,68,"0",100,3,0,0,0,0,0,0,0,0
"3014",9404,"333331",520,2515,"Mattresses & bedsprings",504,68,"0.1",100,3,0,0,0,0,0,0,0,0
"3015",9401,"333331",520,2515,"Mattresses & bedsprings",503,74,"0.4",80,3,0,0,0,0,0,0,0,0
"3016",9404,"333331",520,2515,"Mattresses & bedsprings",504,74,"0",80,3,0,0,0,0,0,0,0,0
"3017",9401,"333331",520,2515,"Mattresses & bedsprings",503,76,"1.2",60,3,0,0,0,0,0,0,0,0
"3018",9404,"333331",520,2515,"Mattresses & bedsprings",504,76,"0",60,3,0,0,0,0,0,0,0,0
"3019",9401,"333331",520,2515,"Mattresses & bedsprings",503,78,"1.3",60,3,0,0,0,0,0,0,0,0
"3020",9404,"333331",520,2515,"Mattresses & bedsprings",504,78,"0",60,3,0,0,0,0,0,0,0,0
"3021",9401,"333331",520,2515,"Mattresses & bedsprings",503,80,"0.6",60,3,0,0,0,0,0,0,0,0
"3022",9404,"333331",520,2515,"Mattresses & bedsprings",504,80,"0.1",60,3,0,0,0,0,0,0,0,0
"3023",9401,"333331",520,2515,"Mattresses & bedsprings",503,82,"1.3",50,1,0,0,0,0,0,0,0,0
"3024",9404,"333331",520,2515,"Mattresses & bedsprings",504,82,"0.1",50,1,0,0,0,0,0,0,0,0
"3025",8441,"311111",315,2517,"Wood television, radio, stereo, & sewing machine cabinets",505,68,"3.7",45,3,0,0,0,0,0,0,0,0
"3026",8441,"311111",315,2517,"Wood television, radio, stereo, & sewing machine cabinets",505,74,"15.1",40,1,0,0,0,0,0,0,0,0
"3027",8441,"311111",315,2517,"Wood television, radio, stereo, & sewing machine cabinets",505,76,"24",40,1,0,0,0,0,0,0,0,0
"3028",8441,"311111",315,2517,"Wood television, radio, stereo, & sewing machine cabinets",505,78,"22.2",40,1,0,0,0,0,0,0,0,0
"3029",8441,"311111",315,2517,"Wood television, radio, stereo, & sewing machine cabinets",505,80,"15.4",30,1,0,0,0,0,0,0,0,0
"3030",8441,"311111",315,2517,"Wood television, radio, stereo, & sewing machine cabinets",505,82,"17.8",30,1,0,0,0,0,0,0,0,0
"3031",8304,"333110",400,2522,"Office furniture, except wood, safes & vaults",506,68,"0",70,3,0,0,0,0,0,0,0,0
"3032",8304,"333110",400,2522,"Office furniture, except wood, safes & vaults",506,74,"0",70,3,0,0,0,0,0,0,0,0
"3033",8304,"333110",400,2522,"Office furniture, except wood, safes & vaults",506,76,"0.1",70,3,0,0,0,0,0,0,0,0
"3034",8304,"333110",400,2522,"Office furniture, except wood, safes & vaults",506,78,"0",40,1,0,0,0,0,0,0,0,0
"3035",8304,"333110",400,2522,"Office furniture, except wood, safes & vaults",506,80,"0",40,1,0,0,0,0,0,0,0,0
"3036",8304,"333110",400,2522,"Office furniture, except wood, safes & vaults",506,82,"0.2",40,0,0,0,0,0,0,0,0,0
"3037",9403,"333331",520,2542,"Counters, lockers, racks, display cases, shelves, partitions & similar fixtures, of metal",507,68,"0.5",100,3,0,0,0,0,0,0,0,0
"3038",9403,"333331",520,2542,"Counters, lockers, racks, display cases, shelves, partitions & similar fixtures, of metal",507,74,"1.6",80,3,0,0,0,0,0,0,0,0
"3039",9403,"333331",520,2542,"Counters, lockers, racks, display cases, shelves, partitions & similar fixtures, of metal",507,76,"1.6",60,3,0,0,0,0,0,0,0,0
"3040",9403,"333331",520,2542,"Counters, lockers, racks, display cases, shelves, partitions & similar fixtures, of metal",507,78,"2.6",60,3,0,0,0,0,0,0,0,0
"3041",9403,"333331",520,2542,"Counters, lockers, racks, display cases, shelves, partitions & similar fixtures, of metal",507,80,"2.7",60,3,0,0,0,0,0,0,0,0
"3042",9403,"333331",520,2542,"Counters, lockers, racks, display cases, shelves, partitions & similar fixtures, of metal",507,82,"6.3",50,1,0,0,0,0,0,0,0,0
"3043",3907,"333333",550,2591,"Window blinds, shades & drapery hardware",508,68,"2.8",100,3,0,0,0,0,0,0,0,0
"3044",7616,"220000",500,2591,"Window blinds, shades & drapery hardware",509,68,"3.9",75,2,0,0,0,0,0,0,0,0
"3045",8302,"333100",290,2591,"Window blinds, shades & drapery hardware",510,68,"0.2",70,3,0,0,0,0,0,0,0,0
"3046",3907,"333333",550,2591,"Window blinds, shades & drapery hardware",508,74,"10.5",65,3,0,0,0,0,0,0,0,0
"3047",7616,"220000",500,2591,"Window blinds, shades & drapery hardware",509,74,"3.5",50,2,0,0,0,0,0,0,0,0
"3048",8302,"333100",290,2591,"Window blinds, shades & drapery hardware",510,74,"0.6",70,3,0,0,0,0,0,0,0,0
"3049",3907,"333333",550,2591,"Window blinds, shades & drapery hardware",508,76,"11.3",45,3,0,0,0,0,0,0,0,0
"3050",7616,"220000",500,2591,"Window blinds, shades & drapery hardware",509,76,"5.9",40,0,0,0,0,0,0,0,0,0
"3051",8302,"333100",290,2591,"Window blinds, shades & drapery hardware",510,76,"1",60,3,0,0,0,0,0,0,0,0
"3052",3907,"333333",550,2591,"Window blinds, shades & drapery hardware",508,78,"18.2",45,3,0,0,0,0,0,0,0,0
"3053",7616,"220000",500,2591,"Window blinds, shades & drapery hardware",509,78,"14.1",35,0,0,0,0,0,0,0,0,0
"3054",8302,"333100",290,2591,"Window blinds, shades & drapery hardware",510,78,"2.1",40,1,0,0,0,0,0,0,0,0
"3055",3907,"333333",550,2591,"Window blinds, shades & drapery hardware",508,80,"23.4",45,3,0,0,0,0,0,0,0,0
"3056",7616,"220000",500,2591,"Window blinds, shades & drapery hardware",509,80,"9.2",30,0,0,0,0,0,0,0,0,0
"3057",8302,"333100",290,2591,"Window blinds, shades & drapery hardware",510,80,"3.2",40,0,0,0,0,0,0,0,0,0
"3058",3907,"333333",550,2591,"Window blinds, shades & drapery hardware",508,82,"33.2",45,3,0,0,0,0,0,0,0,0
"3059",7616,"220000",500,2591,"Window blinds, shades & drapery hardware",509,82,"16.4",30,0,0,0,0,0,0,0,0,0
"3060",8302,"333100",290,2591,"Window blinds, shades & drapery hardware",510,82,"7",40,0,0,0,0,0,0,0,0,0
"3061",8302,"333100",290,2599,"Furniture & fixtures, nspf",511,68,"0.2",70,3,0,0,0,0,0,0,0,0
"3062",9401,"333331",520,2599,"Furniture & fixtures, nspf",512,68,"0",100,3,0,0,0,0,0,0,0,0
"3063",9402,"000000",520,2599,"Furniture & fixtures, nspf",513,68,"0.1",50,0,0,0,0,0,0,0,0,0
"3064",9403,"333331",520,2599,"Furniture & fixtures, nspf",514,68,"0.5",100,3,0,0,0,0,0,0,0,0
"3065",9806,"333320",400,2599,"Furniture & fixtures, nspf",515,68,"0",70,3,0,0,0,0,0,0,0,0
"3066",8302,"333100",290,2599,"Furniture & fixtures, nspf",511,74,"0.6",70,3,0,0,0,0,0,0,0,0
"3067",9401,"333331",520,2599,"Furniture & fixtures, nspf",512,74,"0.4",80,3,0,0,0,0,0,0,0,0
"3068",9402,"000000",520,2599,"Furniture & fixtures, nspf",513,74,"0.3",50,0,0,0,0,0,0,0,0,0
"3069",9403,"333331",520,2599,"Furniture & fixtures, nspf",514,74,"1.6",80,3,0,0,0,0,0,0,0,0
"3070",9806,"333320",400,2599,"Furniture & fixtures, nspf",515,74,"0",60,3,0,0,0,0,0,0,0,0
"3071",8302,"333100",290,2599,"Furniture & fixtures, nspf",511,76,"1",60,3,0,0,0,0,0,0,0,0
"3072",9401,"333331",520,2599,"Furniture & fixtures, nspf",512,76,"1.2",60,3,0,0,0,0,0,0,0,0
"3073",9402,"000000",520,2599,"Furniture & fixtures, nspf",513,76,"0.2",50,0,0,0,0,0,0,0,0,0
"3074",9403,"333331",520,2599,"Furniture & fixtures, nspf",514,76,"1.6",60,3,0,0,0,0,0,0,0,0
"3075",9806,"333320",400,2599,"Furniture & fixtures, nspf",515,76,"0",60,3,0,0,0,0,0,0,0,0
"3076",8302,"333100",290,2599,"Furniture & fixtures, nspf",511,78,"2.1",40,1,0,0,0,0,0,0,0,0
"3077",9401,"333331",520,2599,"Furniture & fixtures, nspf",512,78,"1.3",60,3,0,0,0,0,0,0,0,0
"3078",9402,"000000",520,2599,"Furniture & fixtures, nspf",513,78,"0.7",40,0,0,0,0,0,0,0,0,0
"3079",9403,"333331",520,2599,"Furniture & fixtures, nspf",514,78,"2.6",60,3,0,0,0,0,0,0,0,0
"3080",9806,"333320",400,2599,"Furniture & fixtures, nspf",515,78,"0",60,3,0,0,0,0,0,0,0,0
"3081",8302,"333100",290,2599,"Furniture & fixtures, nspf",511,80,"3.2",40,0,0,0,0,0,0,0,0,0
"3082",9401,"333331",520,2599,"Furniture & fixtures, nspf",512,80,"0.6",60,3,0,0,0,0,0,0,0,0
"3083",9402,"000000",520,2599,"Furniture & fixtures, nspf",513,80,"1.2",30,0,0,0,0,0,0,0,0,0
"3084",9403,"333331",520,2599,"Furniture & fixtures, nspf",514,80,"2.7",60,3,0,0,0,0,0,0,0,0
"3085",9806,"333320",400,2599,"Furniture & fixtures, nspf",515,80,"0",60,2,0,0,0,0,0,0,0,0
"3086",8302,"333100",290,2599,"Furniture & fixtures, nspf",511,82,"7",40,0,0,0,0,0,0,0,0,0
"3087",9401,"333331",520,2599,"Furniture & fixtures, nspf",512,82,"1.3",50,1,0,0,0,0,0,0,0,0
"3088",9402,"000000",520,2599,"Furniture & fixtures, nspf",513,82,"3.8",30,0,0,0,0,0,0,0,0,0
"3089",9403,"333331",520,2599,"Furniture & fixtures, nspf",514,82,"6.3",50,1,0,0,0,0,0,0,0,0
