id	code	year	hci	ppi	est	grossoutput	inv_tot	valueadded	workers	y_n	avg_size	lab_sh	y_sh	hci_share_use_tot_0	hci_share_make_tot_0	lf_hci_link_use_0	lf_hci_link_make_0
313310	"3133F"	1972	0	14.55195	39	203663.4	4275.2455	162088.2	2233	72.587661	57.25641	.2059805	1.688847	.0139119	0	.0936722	.2753049
313410	"3134F"	1970	0	12.9143	50	53645.96	789.40799	26815.24	3772	7.1090233	75.44	.3987083	.376564	.0273303	0	.2167865	.0788837
313410	"3134F"	1971	0	12.8719	38	69407	8861.7002	38774.39	3451	11.235696	90.815789	.3734283	.4601887	.0273303	0	.2167865	.0788837
313410	"3134F"	1972	0	13.9927	41	106548.4	8518.3902	56536.62	2661	21.246383	64.902439	.2454609	.5890723	.0273303	0	.2167865	.0788837
314010	"3140F"	1970	0	12.6522	9	548473.8	8786.8628	369161.1	10955	33.697955	1217.2222	1.157966	5.184097	.0192345	0	.0952223	.059704
314010	"3140F"	1971	0	12.6522	23	617023.1	20753.432	434817.7	14339	30.324128	623.43478	1.551605	5.160576	.0192345	0	.0952223	.059704
314010	"3140F"	1972	0	12.6522	27	856428.1	7421.1258	553690.3	13810	40.093431	511.48148	1.273888	5.769068	.0192345	0	.0952223	.059704
32111	"32111"	1970	0	10.3502	70	144229.1	6095.9839	46385.58	14294	3.2451083	204.2	1.510906	.6513886	.0138698	.0001545	.0950789	.0078046
32111	"32111"	1971	0	12.0949	77	178455.4	4248.1346	47846.61	16040	2.9829559	208.31169	1.735668	.5678612	.0138698	.0001545	.0950789	.0078046
32111	"32111"	1972	0	15.7909	76	181370.3	4059.2945	60503.2	13869	4.3624775	182.48684	1.27933	.6304013	.0138698	.0001545	.0950789	.0078046
32112	"32112"	1970	0	10.3502	39	144480.3	7067.0811	49602.91	12596	3.9379889	322.97436	1.331424	.6965693	.0685711	.0231951	.2024122	.2244366
32112	"32112"	1971	0	12.0949	41	342342.6	16249.496	104341.5	20754	5.0275368	506.19512	2.245764	1.238363	.0685711	.0231951	.2024122	.2244366
32112	"32112"	1972	0	15.7909	28	218632.2	3682.8395	84586.69	12704	6.6582723	453.71429	1.171866	.8813345	.0685711	.0231951	.2024122	.2244366
32113	"32113"	1970	0	10.3502	33	36917.16	2681.4811	14434.5	7008	2.0597181	212.36364	.7407603	.2027025	.1535596	.0002685	.3249924	.0537879
32113	"32113"	1971	0	12.0949	19	28020.07	2963.0358	13518.09	2440	5.5402026	128.42105	.2640293	.1604377	.1535596	.0002685	.3249924	.0537879
32113	"32113"	1972	0	15.7909	29	30764.55	481.51229	16503.18	2838	5.8150725	97.862069	.2617881	.1719516	.1535596	.0002685	.3249924	.0537879
32114	"32114"	1970	0	12.57425	37	122750.9	3326.7908	62540.51	7926	7.8905517	214.21622	.8377948	.8782509	.4492376	.0050741	.8267714	.0492437
32114	"32114"	1971	0	13.3855	37	176758.4	23271.86	60326.47	8559	7.0483086	231.32432	.9261584	.7159768	.4492376	.0050741	.8267714	.0492437
32114	"32114"	1972	0	15.88055	46	280569.6	17941.44	100575.9	29463	3.4136327	640.5	2.717781	1.047931	.4492376	.0050741	.8267714	.0492437
32115	"32115"	1970	0	14.434	1	0	0	0	72	0	72	.0076106	0	.2516969	.0042346	.5787414	.0192944
32115	"32115"	1971	0	14.8153	1	155.2449	0	67.49779	84	.80354511	84	.0090895	.0008011	.2516969	.0042346	.5787414	.0192944
32115	"32115"	1972	0	16.2731	4	86.03155	75.874664	67.59622	53	1.2754003	13.25	.0048889	.0007043	.2516969	.0042346	.5787414	.0192944
32116	"32116"	1970	0	10.3502	5	7574.733	6.2651428	1671.465	629	2.6573376	125.8	.0664866	.0234722	.1630091	.0260221	.3544304	.0479149
32116	"32116"	1971	0	12.0949	1	115.7513	0	49.60769	15	3.307179	15	.0016231	.0005888	.1630091	.0260221	.3544304	.0479149
32116	"32116"	1972	0	15.7909	3	7428.329	49.610357	291.307	694	.41975074	231.33333	.0640172	.0030352	.1630091	.0260221	.3544304	.0479149
32117	"32117"	1970	0	14.434	126	50692.81	2800.5188	18054.59	5516	3.2731315	43.777778	.5830528	.2535391	.2516969	.0042346	.5787414	.0192944
32117	"32117"	1971	0	14.8153	101	13715.55	5134.3047	2686.412	3566	.75334044	35.306931	.3858723	.0318833	.2516969	.0042346	.5787414	.0192944
32117	"32117"	1972	0	16.2731	132	227252.3	6131.2565	122404.5	14257	8.5855692	108.00758	1.315121	1.275369	.2516969	.0042346	.5787414	.0192944
32119	"32119"	1970	0	14.434	0	0	0	0	0	0	0	0	0	.2516969	.0042346	.5787414	.0192944
32119	"32119"	1971	0	14.8153	0	0	0	0	0	0	0	0	0	.2516969	.0042346	.5787414	.0192944
32119	"32119"	1972	0	16.2731	0	0	0	0	0	0	0	0	0	.2516969	.0042346	.5787414	.0192944
32121	"32121"	1970	0	10.0635	577	311909.4	9570.0056	84672.33	32688	2.5903184	56.651646	3.45519	1.189046	.0172285	.0108602	.19682	.0868679
32121	"32121"	1971	0	10.8063	469	242358.6	2707.2342	86560.62	22991	3.7649783	49.021322	2.487827	1.027333	.0172285	.0108602	.19682	.0868679
32121	"32121"	1972	0	12.3487	441	402204.3	5372.5099	142104	29118	4.8802813	66.027211	2.685957	1.480625	.0172285	.0108602	.19682	.0868679
32122	"32122"	1970	0	10.0635	41	175167.7	3098.1131	88468.22	10564	8.3745005	257.65854	1.116637	1.242351	.0739226	.0059774	.4020629	.0223553
32122	"32122"	1971	0	10.8063	48	195728.4	9409.8466	53496.57	13810	3.873756	287.70833	1.494362	.634917	.0739226	.0059774	.4020629	.0223553
32122	"32122"	1972	0	12.3487	45	119275.7	5454.221	44433.83	10459	4.2483821	232.42222	.9647785	.4629696	.0739226	.0059774	.4020629	.0223553
32123	"32123"	1970	0	19.32425	665	174532	24797.435	62056.74	38527	1.6107339	57.935338	4.072385	.8714573	.2715517	.0045203	.6158609	.0473581
32123	"32123"	1971	0	18.9404	617	173539.1	21624.376	67052.44	31385	2.1364487	50.867099	3.396131	.7958031	.2715517	.0045203	.6158609	.0473581
32123	"32123"	1972	0	19.4814	655	269487.8	23416.089	109350.5	33148	3.2988554	50.607634	3.057699	1.139356	.2715517	.0045203	.6158609	.0473581
32124	"32124"	1970	0	10.0635	7	1321.608	21.928	347.7915	186	1.8698468	26.571429	.0196606	.004884	.0378795	.0071482	.2558455	.015631
32124	"32124"	1971	0	10.8063	4	675.5319	0	277.6158	88	3.1547254	22	.0095224	.0032948	.0378795	.0071482	.2558455	.015631
32124	"32124"	1972	0	12.3487	15	18722.62	954.26981	7498.765	1087	6.8985881	72.466667	.1002691	.0781319	.0378795	.0071482	.2558455	.015631
32125	"32125"	1970	0	10.0635	17	6339.742	53.253714	2305.361	547	4.2145537	32.176471	.057819	.032374	.0378795	.0071482	.2558455	.015631
32125	"32125"	1971	0	10.8063	38	12881.37	435.47187	5996.502	1280	4.6847671	33.684211	.1385072	.0711687	.0378795	.0071482	.2558455	.015631
32125	"32125"	1972	0	12.3487	38	7717.412	589.48777	3603.618	817	4.4107935	21.5	.0753632	.0375472	.0378795	.0071482	.2558455	.015631
32129	"32129"	1970	0	28.585	1	0	0	0	11	0	11	.0011627	0	.4910283	.0128104	.9358962	.1305195
32129	"32129"	1971	0	27.0745	0	0	0	0	0	0	0	0	0	.4910283	.0128104	.9358962	.1305195
32129	"32129"	1972	0	26.6141	2	97.69258	0	15.02963	17	.88409573	8.5	.0015681	.0001566	.4910283	.0128104	.9358962	.1305195
321310	"3213F"	1970	0	17.3962	174	57403.34	1168.4491	21452.96	8288	2.5884364	47.632184	.876059	.301262	.36165	.0001106	.6472774	.0211269
321310	"3213F"	1971	0	19.3666	168	84330.75	3179.2492	25812.48	9063	2.8481167	53.946429	.9806955	.306352	.36165	.0001106	.6472774	.0211269
321310	"3213F"	1972	0	22.167	197	107845	1990.2508	32282.22	11995	2.6913065	60.888325	1.106465	.3363583	.36165	.0001106	.6472774	.0211269
32141	"32141"	1970	0	9.37915	45	7164.828	137.83314	3475.795	1402	2.4791687	31.155556	.1481943	.0488103	.0622212	.0548582	.3099857	.1563651
32141	"32141"	1971	0	9.939	40	17708.02	0	7485.662	1744	4.2922376	43.6	.188716	.0888426	.0622212	.0548582	.3099857	.1563651
32141	"32141"	1972	0	10.98445	54	26637.66	370.61855	9722.836	2927	3.3217752	54.203704	.2699978	.1013052	.0622212	.0548582	.3099857	.1563651
32142	"32142"	1970	0	12.5361	88	11925.56	563.86285	3773.103	1649	2.2881159	18.738636	.1743028	.0529854	.2479542	.0000214	.5088752	.0001772
32142	"32142"	1971	0	12.9069	93	9824.202	3.0452578	3184.343	1355	2.3500688	14.569892	.1466228	.037793	.2479542	.0000214	.5088752	.0001772
32142	"32142"	1972	0	13.6458	62	11945.07	43.773845	5151.768	1320	3.9028549	21.290323	.1217619	.0536778	.2479542	.0000214	.5088752	.0001772
32144	"32144"	1970	0	12.5361	1	0	6.2651428	0	275	0	275	.0290681	0	.0840425	.075103	.4429312	.2582265
32144	"32144"	1971	0	12.9069	16	6523.642	24.362062	3323.803	1337	2.486016	83.5625	.144675	.0394481	.0840425	.075103	.4429312	.2582265
32144	"32144"	1972	0	13.6458	22	11483.39	443.57496	4602.149	1734	2.654065	78.818182	.1599509	.0479512	.0840425	.075103	.4429312	.2582265
32151	"32151"	1970	0	22.2079	111	12382.98	639.04456	4737.053	3535	1.3400433	31.846847	.3736569	.066522	.1334049	.0423724	.487928	.0843692
32151	"32151"	1971	0	23.7362	95	37373.29	1906.3314	8678.727	4061	2.1370911	42.747368	.4394356	.1030023	.1334049	.0423724	.487928	.0843692
32151	"32151"	1972	0	26.3301	104	56030.93	2789.853	14842.33	5971	2.4857359	57.413462	.5507881	.1546468	.1334049	.0423724	.487928	.0843692
32152	"32152"	1970	0	22.2079	219	20812.41	1534.96	7330.725	7500	.97742999	34.246575	.7927657	.1029447	.1334049	.0423724	.487928	.0843692
32152	"32152"	1971	0	23.7362	198	21212.33	149.21763	8598.68	6481	1.3267521	32.732323	.7013007	.1020523	.1334049	.0423724	.487928	.0843692
32152	"32152"	1972	0	26.3301	187	53596.46	4187.6978	19084.62	10312	1.8507198	55.144385	.9512187	.1988485	.1334049	.0423724	.487928	.0843692
32153	"32153"	1970	0	22.2079	313	119948.3	19155.674	60946.78	40637	1.4997855	129.83067	4.295416	.8558702	.1334049	.0423724	.487928	.0843692
32153	"32153"	1971	0	23.7362	293	101166.1	6288.4574	48268.05	31773	1.5191529	108.44027	3.438115	.5728629	.1334049	.0423724	.487928	.0843692
32153	"32153"	1972	0	26.3301	406	125837	3744.1228	65430.82	42618	1.5352861	104.97044	3.931249	.6817437	.1334049	.0423724	.487928	.0843692
32154	"32154"	1970	0	22.2079	34	2355.018	109.64	1112.217	834	1.3335934	24.529412	.0881556	.0156188	.1334049	.0423724	.487928	.0843692
32154	"32154"	1971	0	23.7362	36	1386.069	24.362062	779.4002	550	1.4170913	15.277778	.0595148	.0092502	.1334049	.0423724	.487928	.0843692
32154	"32154"	1972	0	26.3301	37	3045.944	11.673025	1355.863	788	1.720638	21.297297	.0726882	.0141271	.1334049	.0423724	.487928	.0843692
32155	"32155"	1970	0	22.2079	136	7686.454	404.10171	2818.817	3331	.84623742	24.492647	.3520937	.0395844	.1334049	.0423724	.487928	.0843692
32155	"32155"	1971	0	23.7362	116	68844.21	10764.986	37230.05	17073	2.1806392	147.18103	1.847447	.44186	.1334049	.0423724	.487928	.0843692
32155	"32155"	1972	0	26.3301	115	10448.12	125.48502	3984.034	2940	1.3551135	25.565217	.271197	.0415109	.1334049	.0423724	.487928	.0843692
32161	"32161"	1970	0	12.5361	7	3709.287	12.530286	1092.844	549	1.9906081	78.428571	.0580305	.0153467	.0840425	.075103	.4429312	.2582265
32161	"32161"	1971	0	12.9069	5	4997.327	9.1357734	2781.458	489	5.6880529	97.8	.0529141	.0330114	.0840425	.075103	.4429312	.2582265
32161	"32161"	1972	0	13.6458	7	3363.672	178.01363	1993.287	645	3.090368	92.142857	.0594973	.0207687	.0840425	.075103	.4429312	.2582265
32162	"32162"	1970	0	14.4047	15	1110.749	429.16228	638.6804	501	1.2748112	33.4	.0529568	.0089689	.0104486	.0260106	.073715	.1394873
32162	"32162"	1971	0	15.0331	15	1662.997	3.0452578	745.0226	511	1.4579699	34.066667	.0552947	.0088422	.0104486	.0260106	.073715	.1394873
32162	"32162"	1972	0	16.6388	16	1628.723	11.673025	601.0049	241	2.4937962	15.0625	.0222308	.0062621	.0104486	.0260106	.073715	.1394873
32171	"32171"	1970	0	6.4696	17	16353.41	200.48457	5533.572	1222	4.5282915	71.882353	.129168	.0777075	.3226585	.0009262	.7547666	.0160122
32171	"32171"	1971	0	6.4049	14	22295.43	368.47619	6026.636	1110	5.4294016	79.285714	.1201117	.0715263	.3226585	.0009262	.7547666	.0160122
32171	"32171"	1972	0	6.4897	22	25440.31	323.92645	8798.558	1058	8.3162173	48.090909	.097594	.0916749	.3226585	.0009262	.7547666	.0160122
32172	"32172"	1970	0	6.4696	33	63234.2	660.97256	19089.28	4410	4.3286346	133.63636	.4661463	.2680691	.3226585	.0009262	.7547666	.0160122
32172	"32172"	1971	0	6.4049	38	81078.55	1038.4329	29430.59	4607	6.3882335	121.23684	.4985175	.3492931	.3226585	.0009262	.7547666	.0160122
32172	"32172"	1972	0	6.4897	41	115367.4	1108.9374	34993.91	5478	6.3880822	133.60976	.5053118	.3646123	.3226585	.0009262	.7547666	.0160122
32179	"32179"	1970	0	6.4696	0	0	0	0	0	0	0	0	0	.3226585	.0009262	.7547666	.0160122
32179	"32179"	1971	0	6.4049	0	0	0	0	0	0	0	0	0	.3226585	.0009262	.7547666	.0160122
32179	"32179"	1972	0	6.4897	0	0	0	0	0	0	0	0	0	.3226585	.0009262	.7547666	.0160122
32191	"32191"	1970	0	12.5361	168	26451.61	325.78743	9715.94	3900	2.4912667	23.214286	.4122382	.1364401	.0549414	.003791	.2092057	.006794
32191	"32191"	1971	0	12.9069	169	23777.98	660.82094	9506.543	3558	2.6718782	21.053254	.3850066	.1128272	.0549414	.003791	.2092057	.006794
32191	"32191"	1972	0	13.6458	166	32346.95	863.80387	12993.01	4621	2.8117311	27.837349	.4262589	.1353781	.0549414	.003791	.2092057	.006794
32193	"32193"	1970	0	6.4696	0	0	0	0	0	0	0	0	0	.3226585	.0009262	.7547666	.0160122
32193	"32193"	1971	0	6.4049	0	0	0	0	0	0	0	0	0	.3226585	.0009262	.7547666	.0160122
32193	"32193"	1972	0	6.4897	0	0	0	0	0	0	0	0	0	.3226585	.0009262	.7547666	.0160122
32195	"32195"	1970	0	18.9105	13	142.7778	34.458285	84.60908	157	.53891135	12.076923	.0165952	.0011882	.0104486	.0260106	.073715	.1394873
32195	"32195"	1971	0	19.7125	14	309.4483	0	187.6982	135	1.3903568	9.6428571	.0146082	.0022277	.0104486	.0260106	.073715	.1394873
32195	"32195"	1972	0	21.5074	29	455.6571	67.119895	269.6746	285	.94622673	9.8275862	.0262895	.0028098	.0104486	.0260106	.073715	.1394873
32211	"32211"	1970	0	15.3246	1499	295883.7	4601.7474	95591.4	40637	1.9249175	16.891156	4.295416	1.342382	.0120943	.0274424	.4092414	.0888452
32211	"32211"	1971	0	16.0619	1408	372396.8	7336.0261	133987.9	39943	2.3009718	18.81454	4.322181	1.590218	.0120943	.0274424	.4092414	.0888452
32211	"32211"	1972	0	17.4425	1288	513085.9	9297.5646	180645	44623	2.3254719	26.749656	4.116198	1.882195	.0120943	.0274424	.4092414	.0888452
32225	"32225"	1970	0	15.3246	61	3817.392	103.37486	1585.686	1436	1.104238	23.540984	.1517882	.0222676	.0120943	.0274424	.4092414	.0888452
32225	"32225"	1971	0	16.0619	32	11156.84	271.02794	6431.369	2865	2.2448059	89.53125	.310018	.0763299	.0120943	.0274424	.4092414	.0888452
32225	"32225"	1972	0	17.4425	27	19979.94	1424.1091	5475.133	4603	1.1894705	170.48148	.4245985	.0570471	.0120943	.0274424	.4092414	.0888452
32227	"32227"	1970	0	15.3246	26	1141.955	12.530286	463.3074	731	.63379939	28.115385	.0772682	.0065062	.0120943	.0274424	.4092414	.0888452
32227	"32227"	1971	0	16.0619	23	1201.601	0	529.2027	628	.84267942	27.304348	.0679551	.0062808	.0120943	.0274424	.4092414	.0888452
32227	"32227"	1972	0	17.4425	19	2012.326	78.79292	768.2385	517	1.4859546	27.210526	.0476901	.0080045	.0120943	.0274424	.4092414	.0888452
32228	"32228"	1970	0	15.3246	23	1031.022	93.977142	567.7146	539	1.0532739	23.434783	.0569734	.0079724	.0120943	.0274424	.4092414	.0888452
32228	"32228"	1971	0	16.0619	19	3909.874	426.33609	1400.831	1427	.98166125	75.105263	.1544138	.0166256	.0120943	.0274424	.4092414	.0888452
32228	"32228"	1972	0	17.4425	26	6788.018	172.17712	2012.326	2017	.99768285	77.576923	.1860559	.020967	.0120943	.0274424	.4092414	.0888452
323110	"3231F"	1970	0	5.0039	31	37031.12	72.049142	12250.44	1834	6.6796317	59.16129	.1938577	.1720319	.0566695	.0944775	.1587695	.1393484
323110	"3231F"	1971	0	5.2015	33	40219.17	374.56671	11073.73	978	11.322831	29.636364	.1058281	.1314271	.0566695	.0944775	.1587695	.1393484
323110	"3231F"	1972	0	9.6387	24	18581.34	125.48502	7656.635	910	8.4138841	37.916667	.0839419	.0797768	.0566695	.0944775	.1587695	.1393484
323210	"3232F"	1970	0	5.0039	4	559.5635	15.662857	219.8285	93	2.3637477	23.25	.0098303	.003087	.0566695	.0944775	.1587695	.1393484
323210	"3232F"	1971	0	5.2015	2	326.8288	3.0452578	153.8018	43	3.5767858	21.5	.004653	.0018254	.0566695	.0944775	.1587695	.1393484
323210	"3232F"	1972	0	9.6387	4	446.1183	5.8365126	207.4969	94	2.2074135	23.5	.0086709	.002162	.0566695	.0944775	.1587695	.1393484
32331	"32331"	1970	0	6.2222	8	3005.368	56.386285	1382.148	167	8.2763342	20.875	.0176523	.0194094	.0403998	.0346135	.1770402	.0545037
32331	"32331"	1971	0	6.9711	8	2510.364	115.7198	745.9368	161	4.6331479	20.125	.0174216	.0088531	.0403998	.0346135	.1770402	.0545037
32331	"32331"	1972	0	8.3231	9	1105.357	0	420.5164	114	3.6887403	12.666667	.0105158	.0043815	.0403998	.0346135	.1770402	.0545037
32339	"32339"	1970	0	6.2222	10	3005.368	9.3977142	1510.72	383	3.9444379	38.3	.0404839	.0212149	.0403998	.0346135	.1770402	.0545037
32339	"32339"	1971	0	6.9711	7	573.7975	0	315.5887	112	2.8177558	16	.0121194	.0037455	.0403998	.0346135	.1770402	.0545037
32339	"32339"	1972	0	8.3231	17	15234.71	204.27794	2991.674	575	5.2029109	33.823529	.0530402	.0311712	.0403998	.0346135	.1770402	.0545037
324010	"3240F"	1970	0	6.3214	325	57249.97	1475.4411	24883.73	4540	5.4809973	13.969231	.4798875	.34944	.0849797	.0011818	.2687677	.0025256
324010	"3240F"	1971	0	7.1733	334	77802.41	1096.2928	28982.48	5942	4.8775627	17.790419	.6429762	.3439747	.0849797	.0011818	.2687677	.0025256
324010	"3240F"	1972	0	7.8696	252	141646.3	2220.793	31856.77	8392	3.7960875	33.301587	.7741105	.3319254	.0849797	.0011818	.2687677	.0025256
33111	"33111"	1970	0	6.82975	1020	227138.6	2192.8	70588.23	11668	6.0497287	11.439216	1.233332	.9912643	.034281	.1348484	.1117685	.2234441
33111	"33111"	1971	0	7.08435	1020	327284.8	5782.9446	107052.9	11274	9.4955533	11.052941	1.219945	1.270543	.034281	.1348484	.1117685	.2234441
33111	"33111"	1972	0	7.8257	1077	321760.4	3393.9321	120372.6	13066	9.2126604	12.131848	1.205258	1.254199	.034281	.1348484	.1117685	.2234441
33112	"33112"	1970	0	6.5014	84	3460.793	25.060571	1722.706	589	2.9247978	7.0119048	.0622585	.0241918	.0544055	.1296983	.1374252	.1561269
33112	"33112"	1971	0	6.8153	108	3462.797	0	1966.164	592	3.3212236	5.4814815	.0640596	.0233352	.0544055	.1296983	.1374252	.1561269
33112	"33112"	1972	0	7.5667	116	8365.602	49.610357	3977.956	915	4.347493	7.887931	.0844031	.0414475	.0544055	.1296983	.1374252	.1561269
33113	"33113"	1970	0	6.2887	43	818595.2	24797.435	193887.4	22965	8.4427366	534.06977	2.427449	2.722744	.071673	.0844538	.1625206	.15432
33113	"33113"	1971	0	6.7406	40	848010.5	18091.877	239236.9	17241	13.876043	431.025	1.865626	2.839351	.071673	.0844538	.1625206	.15432
33113	"33113"	1972	0	7.58	79	999195.3	12026.134	334841.7	20981	15.959282	265.58228	1.935368	3.488818	.071673	.0844538	.1625206	.15432
33115	"33115"	1970	0	6.5014	3	9720.983	4357.4068	5198.88	1051	4.9466035	350.33333	.1110929	.0730074	.1374251	.0038532	.2801228	.0089491
33115	"33115"	1971	0	6.8153	7	169999.9	0	80436.66	3410	23.588465	487.14286	.3689917	.954652	.1374251	.0038532	.2801228	.0089491
33115	"33115"	1972	0	7.5667	7	6422.879	40.855588	3555.05	433	8.2102781	61.857143	.0399416	.0370412	.1374251	.0038532	.2801228	.0089491
33125	"33125"	1970	0	6.5014	29	1753.468	6.2651428	969.0221	343	2.8251372	11.827586	.0362558	.0136079	.0427071	.098674	.1483194	.1743122
33125	"33125"	1971	0	6.8153	27	2435.696	3.0452578	1335.231	778	1.7162353	28.814815	.0841864	.015847	.0427071	.098674	.1483194	.1743122
33125	"33125"	1972	0	7.5667	39	5801.737	8.7547689	1704.838	585	2.9142535	15	.0539627	.0177632	.0427071	.098674	.1483194	.1743122
33129	"33129"	1970	0	6.5014	0	0	0	0	0	0	0	0	0	.0427071	.098674	.1483194	.1743122
33129	"33129"	1971	0	6.8153	0	0	0	0	0	0	0	0	0	.0427071	.098674	.1483194	.1743122
33129	"33129"	1972	0	7.5667	0	0	0	0	0	0	0	0	0	.0427071	.098674	.1483194	.1743122
33191	"33191"	1970	0	6.5014	14	1691.943	6.2651428	907.4968	184	4.9320481	13.142857	.0194492	.0127439	.0427071	.098674	.1483194	.1743122
33191	"33191"	1971	0	6.8153	13	2054.202	3.0452578	953.7364	184	5.1833503	14.153846	.0199104	.0113193	.0427071	.098674	.1483194	.1743122
33191	"33191"	1972	0	7.5667	9	2920.692	61.283382	1268.717	272	4.6644003	30.222222	.0250903	.0132191	.0427071	.098674	.1483194	.1743122
332010	"3320F"	1970	0	6.5014	899	66647.18	783.14285	30977.94	9019	3.4347426	10.032258	.9533272	.4350205	.0656922	.0781693	.1949041	.0985119
332010	"3320F"	1971	0	6.8153	916	68757.06	161.39866	34466.57	8685	3.9685167	9.481441	.9397927	.4090619	.0656922	.0781693	.1949041	.0985119
332010	"3320F"	1972	0	7.5667	966	92246.29	665.36244	41735.5	10013	4.1681313	10.365424	.9236377	.4348549	.0656922	.0781693	.1949041	.0985119
34111	"34111"	1970	0		5		122.17028		757		151.4	.0800165		.0492096	.0546076	.1150728	.6291811
34111	"34111"	1971	0		2		6.0905156		24		12	.002597		.0492096	.0546076	.1150728	.6291811
34111	"34111"	1972	0		5		2.9182563		113		22.6	.0104236		.0492096	.0546076	.1150728	.6291811
34112	"34112"	1970	0	7.985233	215	370984.8	4864.8834	124291.9	12118	10.256802	56.362791	1.280898	1.74542	.0536918	.2259426	.1833757	.5524891
34112	"34112"	1971	0	8.4703	229	482143.5	7415.2028	156122	13822	11.29518	60.358079	1.495661	1.852913	.0536918	.2259426	.1833757	.5524891
34112	"34112"	1972	0	8.792767	233	583104.3	6802.4554	205441.6	17830	11.522243	76.523605	1.644708	2.140559	.0536918	.2259426	.1833757	.5524891
34116	"34116"	1970	0	9.9331	235	5526.976	50.121142	2476.568	2134	1.1605287	9.0808511	.2255683	.0347782	.0326063	.0011506	.1263217	.0070943
34116	"34116"	1971	0	10.5289	213	5043.262	79.176703	2393.412	1945	1.2305462	9.1314554	.210466	.0284059	.0326063	.0011506	.1263217	.0070943
34116	"34116"	1972	0	10.5034	147	5474.418	145.91282	2427.785	1333	1.8212943	9.0680272	.1229611	.0252958	.0326063	.0011506	.1263217	.0070943
34117	"34117"	1970	0	9.9331	0	0	0	0	0	0	0	0	0	.0571503	.4010985	.2084102	.573468
34117	"34117"	1971	0	10.5289	0	0	0	0	0	0	0	0	0	.0571503	.4010985	.2084102	.573468
34117	"34117"	1972	0	10.5034	0	0	0	0	0	0	0	0	0	.0571503	.4010985	.2084102	.573468
34122	"34122"	1970	0	9.9331	16	11698.26	388.43885	6523.643	1080	6.0404105	67.5	.1141583	.0916109	.0571503	.4010985	.2084102	.573468
34122	"34122"	1971	0	10.5289	21	20448.48	965.34673	7189.735	1395	5.1539318	66.428571	.1509512	.0853304	.0571503	.4010985	.2084102	.573468
34122	"34122"	1972	0	10.5034	41	31684.98	785.01095	10558.49	2045	5.1630738	49.878049	.1886387	.1100121	.0571503	.4010985	.2084102	.573468
34124	"34124"	1970	0	9.9331	12	714.7819	0	402.694	139	2.8970794	11.583333	.0146926	.005655	.0571503	.4010985	.2084102	.573468
34124	"34124"	1971	0	10.5289	6	427.3951	12.181031	284.93	103	2.7663111	17.166667	.0111455	.0033817	.0571503	.4010985	.2084102	.573468
34124	"34124"	1972	0	10.5034	10	5417.294	218.86922	2275.454	384	5.9256607	38.4	.0354216	.0237086	.0571503	.4010985	.2084102	.573468
34125	"34125"	1970	0	9.9331	0	0	0	0	0	0	0	0	0	.0571503	.4010985	.2084102	.573468
34125	"34125"	1971	0	10.5289	0	0	0	0	0	0	0	0	0	.0571503	.4010985	.2084102	.573468
34125	"34125"	1972	0	10.5034	0	0	0	0	0	0	0	0	0	.0571503	.4010985	.2084102	.573468
34191	"34191"	1970	0	9.9331	6	1902.729	0	654.3778	385	1.6996826	64.166667	.0406953	.0091894	.0907677	.3595555	.3019425	.4936461
34191	"34191"	1971	0	10.5289	7	3599.616	3.0452578	1196.706	447	2.6771951	63.857143	.0483693	.0142029	.0907677	.3595555	.3019425	.4936461
34191	"34191"	1972	0	10.5034	10	7045.338	8.7547689	1428.109	436	3.2754794	43.6	.0402183	.0148799	.0907677	.3595555	.3019425	.4936461
34192	"34192"	1970	0	9.9331	12	3704.785	46.988571	835.5901	374	2.2341982	31.166667	.0395326	.0117341	.0907677	.3595555	.3019425	.4936461
34192	"34192"	1971	0	10.5289	14	6885.809	432.42661	1595.608	468	3.4094194	33.428571	.0506417	.0189373	.0907677	.3595555	.3019425	.4936461
34192	"34192"	1972	0	10.5034	10	8244.949	148.83107	1818.459	531	3.4245929	53.1	.0489815	.0189471	.0907677	.3595555	.3019425	.4936461
34193	"34193"	1970	0	9.9331	29	26386.53	1071.3394	7872.668	1400	5.6233345	48.275862	.1479829	.1105552	.0907677	.3595555	.3019425	.4936461
34193	"34193"	1971	0	10.5289	28	36262.1	2046.4132	8813.836	1131	7.7929585	40.392857	.1223841	.1046059	.0907677	.3595555	.3019425	.4936461
34193	"34193"	1972	0	10.5034	48	47832.13	1164.3843	14109.72	1744	8.0904341	36.333333	.1608733	.1470134	.0907677	.3595555	.3019425	.4936461
34194	"34194"	1970	0	9.9331	12	1761.786	3.1325714	402.694	160	2.5168377	13.333333	.0169123	.005655	.0907677	.3595555	.3019425	.4936461
34194	"34194"	1971	0	10.5289	11	455.8881	36.543094	208.9487	116	1.8012819	10.545455	.0125522	.0024799	.0907677	.3595555	.3019425	.4936461
34194	"34194"	1972	0	10.5034	7	2342.099	8.7547689	771.1789	215	3.5868785	30.714286	.0198324	.0080351	.0907677	.3595555	.3019425	.4936461
34195	"34195"	1970	0	9.9331	12	11597.59	34.458285	5516.908	562	9.8165627	46.833333	.0594046	.0774735	.0907677	.3595555	.3019425	.4936461
34195	"34195"	1971	0	10.5289	26	20021.08	1014.0708	10437.94	905	11.533632	34.807692	.0979289	.1238813	.0907677	.3595555	.3019425	.4936461
