id	code	year	hci	product_value_share_hci	product_share_hci	ppi	est	grossoutput	inv_tot	valueadded	workers	y_n	avg_size	lab_sh	y_sh	hci_share_use_tot_0	hci_share_make_tot_0	lf_hci_link_use_0	lf_hci_link_make_0
3217	"3217"	1967	0	.0039563	.1818182	6.7804	48	54893.52	432	20013.57	4418	4.5300066	92.041667	.580173	.5169818	.3226585	.0009262	.7547666	.0160122
3217	"3217"	1968	0	.0039563	.1818182	6.2983	37	58698.38	113	19338.55	5023	3.8500005	135.75676	.5808017	.3975157	.3226585	.0009262	.7547666	.0160122
3217	"3217"	1969	0	.0039563	.1818182	5.7318	52	96985.24	413	29519.52	6107	4.8337191	117.44231	.6474561	.506693	.3226585	.0009262	.7547666	.0160122
3217	"3217"	1970	0	.0039563	.1818182	6.4696	50	79587.61	276	24622.85	5632	4.371955	112.64	.5751035	.3665718	.3226585	.0009262	.7547666	.0160122
3217	"3217"	1971	0	.0039563	.1818182	6.4049	52	103374	370	35457.23	5717	6.2020689	109.94231	.5954656	.4410585	.3226585	.0009262	.7547666	.0160122
3217	"3217"	1972	0	.0039563	.1818182	6.4897	63	140807.7	300	43807.88	6536	6.7025522	103.74603	.5850471	.4797233	.3226585	.0009262	.7547666	.0160122
3219	"3219"	1967	0	.0057881	.1176471	8.5817	119	18947.29	44	9275.551	3396	2.7313166	28.537815	.4459637	.239602	.0549414	.003791	.2092057	.006794
3219	"3219"	1968	0	.0057881	.1176471	10.2375	112	13841.27	21	5948.718	2509	2.3709517	22.401786	.2901118	.1222795	.0549414	.003791	.2092057	.006794
3219	"3219"	1969	0	.0057881	.1176471	11.3268	146	18681.36	128	8007.557	3699	2.1647897	25.335616	.3921631	.1374471	.0549414	.003791	.2092057	.006794
3219	"3219"	1970	0	.0057881	.1176471	12.5361	168	26451.61	104	9715.94	3900	2.4912667	23.214286	.3982428	.1446457	.0549414	.003791	.2092057	.006794
3219	"3219"	1971	0	.0057881	.1176471	12.9069	169	23777.98	148	9506.543	3558	2.6718782	21.053254	.3705907	.1182535	.0549414	.003791	.2092057	.006794
3219	"3219"	1972	0	.0057881	.1176471	13.6458	166	32346.95	126	12993.01	4621	2.8117311	27.837349	.4136326	.1422815	.0549414	.003791	.2092057	.006794
3221	"3221"	1967	0	.0017256	.0625	12.6717	2966	166867.9	445	65689.69	44048	1.4913206	14.850978	5.784396	1.696867	.0120943	.0274424	.4092414	.0888452
3221	"3221"	1968	0	.0017256	.0625	13.9479	3098	228722.6	995	78678.51	45058	1.7461608	14.544222	5.209987	1.617285	.0120943	.0274424	.4092414	.0888452
3221	"3221"	1969	0	.0017256	.0625	14.6211	3469	245426.1	2315	86217.86	51669	1.6686574	14.894494	5.477879	1.479902	.0120943	.0274424	.4092414	.0888452
3221	"3221"	1970	0	.0017256	.0625	15.3246	3050	301867.6	1536	98214.63	52366	1.875542	17.16918	5.347278	1.462167	.0120943	.0274424	.4092414	.0888452
3221	"3221"	1971	0	.0017256	.0625	16.0619	3169	388671.3	1674	142355.5	63151	2.2542085	19.927737	6.57762	1.770785	.0120943	.0274424	.4092414	.0888452
3221	"3221"	1972	0	.0017256	.0625	17.4425	2976	541866.2	2333	188894.9	84818	2.2270621	28.500672	7.592185	2.068516	.0120943	.0274424	.4092414	.0888452
32310	"32310"	1967	0	0	0	4.7237	39	33490.7	65	8404.429	1260	6.6701815	32.307692	.1654636	.2170995	.0566695	.0944775	.1587695	.1393484
32310	"32310"	1968	0	0	0	4.9182	35	25354.8	57	7726.404	1218	6.3435172	34.8	.1408355	.1588209	.0566695	.0944775	.1587695	.1393484
32310	"32310"	1969	0	0	0	4.6935	38	32044.32	60	7968.467	1241	6.4210048	32.657895	.1315692	.1367761	.0566695	.0944775	.1587695	.1393484
32310	"32310"	1970	0	0	0	5.0039	31	37031.12	23	12250.44	1834	6.6796317	59.16129	.1872762	.1823781	.0566695	.0944775	.1587695	.1393484
32310	"32310"	1971	0	0	0	5.2015	33	40219.17	110	11073.73	978	11.322831	29.636364	.1018656	.137748	.0566695	.0944775	.1587695	.1393484
32310	"32310"	1972	0	0	0	9.6387	24	18581.34	36	7656.635	910	8.4138841	37.916667	.0814555	.0838449	.0566695	.0944775	.1587695	.1393484
32320	"32320"	1967	0	.0276823	.2	4.7237	0	0	0	0	0	0	0	0	0	.0566695	.0944775	.1587695	.1393484
32320	"32320"	1968	0	.0276823	.2	4.9182	0	0	0	0	0	0	0	0	0	.0566695	.0944775	.1587695	.1393484
32320	"32320"	1969	0	.0276823	.2	4.6935	0	0	0	0	0	0	0	0	0	.0566695	.0944775	.1587695	.1393484
32320	"32320"	1970	0	.0276823	.2	5.0039	4	559.5635	5	219.8285	93	2.3637477	23.25	.0094966	.0032727	.0566695	.0944775	.1587695	.1393484
32320	"32320"	1971	0	.0276823	.2	5.2015	2	326.8288	1	153.8018	43	3.5767858	21.5	.0044788	.0019132	.0566695	.0944775	.1587695	.1393484
32320	"32320"	1972	0	.0276823	.2	9.6387	4	446.1183	2	207.4969	94	2.2074135	23.5	.0084141	.0022722	.0566695	.0944775	.1587695	.1393484
32400	"32400"	1967	0	0	0	5.2454	400	44743.97	137	17138.83	4964	3.4526242	12.41	.6518739	.4427227	.0849797	.0011818	.2687677	.0025256
32400	"32400"	1968	0	0	0	5.2304	389	64010.4	52	26556.29	5654	4.6969024	14.534704	.6537633	.5458806	.0849797	.0011818	.2687677	.0025256
32400	"32400"	1969	0	0	0	5.9448	360	60994.48	233	22961.24	5776	3.9752846	16.044444	.6123639	.3941223	.0849797	.0011818	.2687677	.0025256
32400	"32400"	1970	0	0	0	6.3214	325	57249.97	471	24883.73	4540	5.4809973	13.969231	.4635955	.3704556	.0849797	.0011818	.2687677	.0025256
32400	"32400"	1971	0	0	0	7.1733	334	77802.41	269	28982.48	5942	4.8775627	17.790419	.618901	.360518	.0849797	.0011818	.2687677	.0025256
32400	"32400"	1972	0	0	0	7.8696	252	141646.3	635	31856.77	8392	3.7960875	33.301587	.7511804	.3488512	.0849797	.0011818	.2687677	.0025256
331	"331"	1967	0	.0061259	.225	5.1028	767	67962.69	96	26887.2	8324	3.2300817	10.852673	1.09311	.6945384	.0656922	.0781693	.1949041	.0985119
331	"331"	1968	0	.0061259	.225	5.2517	792	76375.27	77	36369.18	9051	4.0182495	11.42803	1.046553	.7475905	.0656922	.0781693	.1949041	.0985119
331	"331"	1969	0	.0061259	.225	5.5254	800	74564.74	364	33228.36	8987	3.6973809	11.23375	.9527899	.570354	.0656922	.0781693	.1949041	.0985119
331	"331"	1970	0	.0061259	.225	6.5014	899	66647.18	250	30977.94	9019	3.4347426	10.032258	.9209621	.461183	.0656922	.0781693	.1949041	.0985119
331	"331"	1971	0	.0061259	.225	6.8153	916	68757.06	33	34466.57	8685	3.9685167	9.481441	.9046037	.4287356	.0656922	.0781693	.1949041	.0985119
331	"331"	1972	0	.0061259	.225	7.5667	966	92246.29	200	41735.5	10013	4.1681313	10.365424	.8962786	.4570294	.0656922	.0781693	.1949041	.0985119
3311	"3311"	1967	0	.0013817	.0789474	5.331666	1005	523101	3035	119868.7	21006	5.7064036	20.901493	2.758514	3.096396	.0643839	.0907885	.1601309	.1693686
3311	"3311"	1968	0	.0013817	.0789474	5.572	1016	706532.7	4099	213514	30176	7.0756229	29.700787	3.489204	4.38891	.0643839	.0907885	.1601309	.1693686
3311	"3311"	1969	0	.0013817	.0789474	5.764067	996	905367.7	4952	209695.7	32773	6.3984286	32.904618	3.47455	3.599359	.0643839	.0907885	.1601309	.1693686
3311	"3311"	1970	0	.0013817	.0789474	6.6494	995	1009971	9945	257075.8	34411	7.4707453	34.58392	3.513829	3.827207	.0643839	.0907885	.1601309	.1693686
3311	"3311"	1971	0	.0013817	.0789474	6.969767	994	1310503	5492	415178.9	31384	13.228999	31.573441	3.268864	5.164482	.0643839	.0907885	.1601309	.1693686
3311	"3311"	1972	0	.0013817	.0789474	7.7438	1099	1300395	3835	448681.5	33483	13.400279	30.466788	2.997113	4.91334	.0643839	.0907885	.1601309	.1693686
33111	"33111"	1967	0	0	0	5.1028	97	7250.921	8	2567.218	1276	2.0119264	13.154639	.1675647	.0663153	.0544055	.1296983	.1374252	.1561269
33111	"33111"	1968	0	0	0	5.2517	99	7426.167	6	3636.918	1197	3.0383606	12.090909	.1384073	.0747591	.0544055	.1296983	.1374252	.1561269
33111	"33111"	1969	0	0	0	5.5254	102	11528.58	25	4615.05	1555	2.967878	15.245098	.164859	.0792158	.0544055	.1296983	.1374252	.1561269
33111	"33111"	1970	0	0	0	6.5014	100	8921.155	64	4922.017	1616	3.0458025	16.16	.1650155	.0732763	.0544055	.1296983	.1374252	.1561269
33111	"33111"	1971	0	0	0	6.8153	100	11166.05	34	5076.812	1319	3.848986	13.19	.1373831	.0631513	.0544055	.1296983	.1374252	.1561269
33111	"33111"	1972	0	0	0	7.5667	103	14986.72	45	6013.189	1582	3.8010047	15.359223	.1416072	.0658481	.0544055	.1296983	.1374252	.1561269
3319	"3319"	1967	0	0	0	5.1028	97	7250.921	8	2567.218	1276	2.0119264	13.154639	.1675647	.0663153	.0485563	.1141862	.1428723	.1652195
3319	"3319"	1968	0	0	0	5.2517	99	7426.167	6	3636.918	1197	3.0383606	12.090909	.1384073	.0747591	.0485563	.1141862	.1428723	.1652195
3319	"3319"	1969	0	0	0	5.5254	102	11528.58	25	4615.05	1555	2.967878	15.245098	.164859	.0792158	.0485563	.1141862	.1428723	.1652195
3319	"3319"	1970	0	0	0	6.5014	114	10613.1	66	5844.895	1800	3.2471639	15.789474	.1838044	.0870157	.0485563	.1141862	.1428723	.1652195
3319	"3319"	1971	0	0	0	6.8153	113	13220.25	35	6030.549	1503	4.0123413	13.300885	.156548	.075015	.0485563	.1141862	.1428723	.1652195
3319	"3319"	1972	0	0	0	7.5667	112	17894.19	63	7268.69	1854	3.920545	16.553571	.1659543	.0795966	.0485563	.1141862	.1428723	.1652195
33200	"33200"	1967	0	.0061259	.225	5.1028	767	67962.69	96	26887.2	8324	3.2300817	10.852673	1.09311	.6945384	.0656922	.0781693	.1949041	.0985119
33200	"33200"	1968	0	.0061259	.225	5.2517	792	76375.27	77	36369.18	9051	4.0182495	11.42803	1.046553	.7475905	.0656922	.0781693	.1949041	.0985119
33200	"33200"	1969	0	.0061259	.225	5.5254	800	74564.74	364	33228.36	8987	3.6973809	11.23375	.9527899	.570354	.0656922	.0781693	.1949041	.0985119
33200	"33200"	1970	0	.0061259	.225	6.5014	899	66647.18	250	30977.94	9019	3.4347426	10.032258	.9209621	.461183	.0656922	.0781693	.1949041	.0985119
33200	"33200"	1971	0	.0061259	.225	6.8153	916	68757.06	33	34466.57	8685	3.9685167	9.481441	.9046037	.4287356	.0656922	.0781693	.1949041	.0985119
33200	"33200"	1972	0	.0061259	.225	7.5667	966	92246.29	200	41735.5	10013	4.1681313	10.365424	.8962786	.4570294	.0656922	.0781693	.1949041	.0985119
3411	"3411"	1967	0	.0016126	.0574534	9.184	499	184647.2	2827	64971.69	15492	4.1938865	31.046092	2.034414	1.67832	.073959	.380327	.2551764	.5335571
3411	"3411"	1968	0	.0016126	.0574534	9.4748	525	255266.6	1179	91463.67	18504	4.9429135	35.245714	2.139589	1.880091	.073959	.380327	.2551764	.5335571
3411	"3411"	1969	0	.0016126	.0574534	9.6705	516	290429.7	3987	106013.1	17672	5.9989325	34.248062	1.873562	1.819681	.073959	.380327	.2551764	.5335571
3411	"3411"	1970	0	.0016126	.0574534	9.9331	495	338414	1732	113237.6	16388	6.9097853	33.107071	1.673437	1.68582	.073959	.380327	.2551764	.5335571
3411	"3411"	1971	0	.0016126	.0574534	10.5289	482	414430.8	2258	135740.7	17405	7.7989471	36.109959	1.812853	1.688502	.073959	.380327	.2551764	.5335571
3411	"3411"	1972	0	.0016126	.0574534	10.5034	443	534112.8	2418	188358.1	21920	8.5929771	49.480813	1.962092	2.062637	.073959	.380327	.2551764	.5335571
3419	"3419"	1967	0	.0067901	.0833333	9.184	84	19740.85	1650	5672.909	2209	2.5680894	26.297619	.2900865	.1465401	.1753681	.0006431	.3036601	.0036585
3419	"3419"	1968	0	.0067901	.0833333	9.4748	73	22596.78	47	7936.843	1945	4.080639	26.643836	.2248974	.1631466	.1753681	.0006431	.3036601	.0036585
3419	"3419"	1969	0	.0067901	.0833333	9.6705	75	32397.5	189	11498.89	2562	4.4882469	34.16	.2716199	.1973747	.1753681	.0006431	.3036601	.0036585
3419	"3419"	1970	0	.0067901	.0833333	9.9331	59	43591.63	369	14879.54	2721	5.4684103	46.118644	.277851	.2215187	.1753681	.0006431	.3036601	.0036585
3419	"3419"	1971	0	.0067901	.0833333	10.5289	75	66778.11	1036	22063.08	2951	7.4764769	39.346667	.3073673	.2744465	.1753681	.0006431	.3036601	.0036585
3419	"3419"	1972	0	.0067901	.0833333	10.5034	75	90151.76	502	28238.48	3306	8.5415837	44.08	.295925	.3092287	.1753681	.0006431	.3036601	.0036585
3421	"3421"	1967	0	.0006327	.1052632	6.3047	966	190714.9	875	88204.04	22317	3.9523251	23.102484	2.930675	2.278448	.0340981	.0509408	.1582413	.2608919
3421	"3421"	1968	0	.0006327	.1052632	6.6301	1018	279965.6	527	141747.5	26075	5.4361453	25.613949	3.015012	2.913706	.0340981	.0509408	.1582413	.2608919
3421	"3421"	1969	0	.0006327	.1052632	6.8196	1193	348202.2	2493	186418.6	28067	6.6419124	23.526404	2.975626	3.199814	.0340981	.0509408	.1582413	.2608919
3421	"3421"	1970	0	.0006327	.1052632	7.2294	1184	387819.2	2420	208772.5	30251	6.9013424	25.549831	3.089037	3.108093	.0340981	.0509408	.1582413	.2608919
3421	"3421"	1971	0	.0006327	.1052632	7.8266	1175	477755.3	2355	284772.4	31046	9.1725968	26.422128	3.233659	3.542333	.0340981	.0509408	.1582413	.2608919
3421	"3421"	1972	0	.0006327	.1052632	9.1759	1243	475397.5	3494	244531.9	33767	7.2417407	27.165728	3.022535	2.677775	.0340981	.0509408	.1582413	.2608919
3422	"3422"	1967	0	.0006327	.1052632	6.3047	727	67536.92	420	30469.33	9837	3.0974213	13.530949	1.291798	.7870705	.0463061	.0264087	.1917898	.115686
3422	"3422"	1968	0	.0006327	.1052632	6.6301	750	100933.6	300	49561.85	11397	4.348675	15.196	1.317818	1.018774	.0463061	.0264087	.1917898	.115686
3422	"3422"	1969	0	.0006327	.1052632	6.8196	822	110842.3	779	56616.22	10501	5.3915078	12.774939	1.113302	.9717991	.0463061	.0264087	.1917898	.115686
3422	"3422"	1970	0	.0006327	.1052632	7.2294	511	119456.7	1089	63463.08	10381	6.1133879	20.315068	1.060041	.9448044	.0463061	.0264087	.1917898	.115686
3422	"3422"	1971	0	.0006327	.1052632	7.8266	500	85988.81	238	42330	7502	5.6424957	15.004	.7813859	.5265502	.0463061	.0264087	.1917898	.115686
3422	"3422"	1972	0	.0006327	.1052632	9.1759	504	96230.34	371	45390.64	9476	4.7900634	18.801587	.8482109	.4970555	.0463061	.0264087	.1917898	.115686
3511	"3511"	1967	1	.9535467	.7803571	18.1672	108	28914.75	579	9374.037	4100	2.2863504	37.962963	.5384132	.242146	.4008318	.205475	.7617139	.3783084
3511	"3511"	1968	1	.9535467	.7803571	16.172	123	112348.5	2467	55701.21	13585	4.1001994	110.44715	1.570813	1.144972	.4008318	.205475	.7617139	.3783084
3511	"3511"	1969	1	.9535467	.7803571	14.72853	171	157924.8	9220	70821.75	20721	3.4178734	121.17544	2.196813	1.215632	.4008318	.205475	.7617139	.3783084
3511	"3511"	1970	1	.9535467	.7803571	13.84345	219	215401.5	7327	96601.64	13179	7.3299677	60.178082	1.345754	1.438154	.4008318	.205475	.7617139	.3783084
3511	"3511"	1971	1	.9535467	.7803571	14.09985	206	377770	11379	178285.6	17296	10.307909	83.961165	1.8015	2.217725	.4008318	.205475	.7617139	.3783084
3511	"3511"	1972	1	.9535467	.7803571	14.71927	255	296386.9	17143	139164.5	11732	11.861956	46.007843	1.050149	1.523937	.4008318	.205475	.7617139	.3783084
35150	"35150"	1967	1	.9993401	.875	6.443634	8	110232.8	151	56303.64	4051	13.898701	506.375	.5319785	1.454411	.1391231	.028246	.2955452	.0606534
35150	"35150"	1968	1	.9993401	.875	6.6091	16	398208.5	1768	196199.2	6342	30.936484	396.375	.7333157	4.032993	.1391231	.028246	.2955452	.0606534
35150	"35150"	1969	1	.9993401	.875	6.739567	20	484081.6	3231	246469.8	6517	37.819525	325.85	.6909238	4.230575	.1391231	.028246	.2955452	.0606534
35150	"35150"	1970	1	.9993401	.875	7.267167	49	551851.9	977	272004.2	11135	24.42786	227.2449	1.137034	4.049453	.1391231	.028246	.2955452	.0606534
35150	"35150"	1971	1	.9993401	.875	7.5004	37	508786.2	1134	221081.5	9305	23.759435	251.48649	.969181	2.750071	.1391231	.028246	.2955452	.0606534
35150	"35150"	1972	1	.9993401	.875	7.8024	53	643609.6	14355	291974.3	8676	33.653096	163.69811	.7766017	3.197298	.1391231	.028246	.2955452	.0606534
3516	"3516"	1967	1	.9993401	.875	5.86745	34	29331.31	83	10720.16	1581	6.7806198	46.5	.2076174	.2769185	.090646	.0000874	.2662578	.0280568
3516	"3516"	1968	1	.9993401	.875	6.07975	24	41120.11	39	11711.01	1736	6.7459722	72.333333	.200731	.2407269	.090646	.0000874	.2662578	.0280568
3516	"3516"	1969	1	.9993401	.875	6.2144	23	67375.77	322	22496.14	1706	13.186481	74.173913	.1808679	.3861389	.090646	.0000874	.2662578	.0280568
3516	"3516"	1970	1	.9993401	.875	6.56205	25	100715.5	359	35050.02	4862	7.2089723	194.48	.4964761	.521806	.090646	.0000874	.2662578	.0280568
3516	"3516"	1971	1	.9993401	.875	6.6003	17	97010.74	124	24847.36	4027	6.1701902	236.88235	.4194403	.3090805	.090646	.0000874	.2662578	.0280568
3516	"3516"	1972	1	.9993401	.875	6.98285	23	143895.4	340	41057.73	3174	12.935644	138	.2841095	.4496075	.090646	.0000874	.2662578	.0280568
35210	"35210"	1967	1	1	1	8.7636	36	30889.13	102	9801.908	1708	5.7388217	47.444444	.224295	.2531986	.3899117	.1891158	.7283073	.4071293
35210	"35210"	1968	1	1	1	9.8676	36	44276.22	205	16974.74	2039	8.3250343	56.638889	.2357664	.3489262	.3899117	.1891158	.7283073	.4071293
35210	"35210"	1969	1	1	1	9.9008	53	59570.95	707	23836.46	2310	10.318813	43.584906	.2449031	.4091451	.3899117	.1891158	.7283073	.4071293
35210	"35210"	1970	1	1	1	10.3677	33	50628.4	132	20178.05	1421	14.199897	43.060606	.1451034	.3004	.3899117	.1891158	.7283073	.4071293
35210	"35210"	1971	1	1	1	10.9749	26	51672.45	238	18542.31	1491	12.436157	57.346154	.1552981	.230651	.3899117	.1891158	.7283073	.4071293
35210	"35210"	1972	1	1	1	11.9678	37	66344.69	55	25025.48	1727	14.490727	46.675676	.1545863	.2740445	.3899117	.1891158	.7283073	.4071293
35220	"35220"	1967	0	.0008002	.2647059	21.0015	136	62343.17	692	33659.5	9957	3.3804863	73.213235	1.307556	.8694776	.0930872	.0121205	.2865337	.0947099
35220	"35220"	1968	0	.0008002	.2647059	22.8449	113	68093.97	452	37014.83	11114	3.3304684	98.353982	1.285095	.7608622	.0930872	.0121205	.2865337	.0947099
35220	"35220"	1969	0	.0008002	.2647059	22.7779	118	99126.78	746	62099.66	11851	5.2400359	100.4322	1.256427	1.065921	.0930872	.0121205	.2865337	.0947099
35220	"35220"	1970	0	.0008002	.2647059	22.8241	130	124780.4	1234	69303.94	13556	5.1124178	104.27692	1.384251	1.03176	.0930872	.0121205	.2865337	.0947099
35220	"35220"	1971	0	.0008002	.2647059	23.9973	129	161655.7	2140	96135.82	13375	7.1877247	103.68217	1.3931	1.19585	.0930872	.0121205	.2865337	.0947099
35220	"35220"	1972	0	.0008002	.2647059	27.6121	154	163537	978	91079.63	13241	6.8786069	85.980519	1.185222	.9973781	.0930872	.0121205	.2865337	.0947099
3523	"3523"	1967	1	.9953657	.9058442	15.79563	272	82092.31	668	28121.7	13036	2.1572335	47.926471	1.711891	.7264274	.2112054	.1740984	.4727109	.349887
3523	"3523"	1968	1	.9953657	.9058442	15.69033	259	98206.96	551	36149.65	11894	3.0393178	45.92278	1.375285	.7430779	.2112054	.1740984	.4727109	.349887
3523	"3523"	1969	1	.9953657	.9058442	15.89723	243	129833.9	1573	53015.51	10671	4.9681859	43.91358	1.131325	.9099941	.2112054	.1740984	.4727109	.349887
3523	"3523"	1970	1	.9953657	.9058442	16.21823	292	169845.9	1086	76099.54	14570	5.2230292	49.89726	1.487794	1.132929	.2112054	.1740984	.4727109	.349887
3523	"3523"	1971	1	.9953657	.9058442	16.6146	267	143024.8	568	56943.89	10476	5.4356519	39.235955	1.091149	.7083348	.2112054	.1740984	.4727109	.349887
3523	"3523"	1972	1	.9953657	.9058442	17.28663	286	211996.2	858	92794.24	15363	6.0401122	53.716783	1.375165	1.016154	.2112054	.1740984	.4727109	.349887
35300	"35300"	1967	1	.9999933	.952381	7.2237	11	374655.6	2652	200575.9	1307	153.4628	118.81818	.1716356	5.181189	.0358353	.0546508	.1551712	.1151121
35300	"35300"	1968	1	.9999933	.952381	7.57455	13	460674.2	3527	160907.2	2447	65.756945	188.23077	.2829428	3.307546	.0358353	.0546508	.1551712	.1151121
35300	"35300"	1969	1	.9999933	.952381	8.2509	15	730550.6	10049	347028.8	2360	147.0461	157.33333	.2502041	5.956637	.0358353	.0546508	.1551712	.1151121
35300	"35300"	1970	1	.9999933	.952381	8.917175	17	947744.1	6327	436674.2	3176	137.49186	186.82353	.3243126	6.500971	.0358353	.0546508	.1551712	.1151121
35300	"35300"	1971	1	.9999933	.952381	9.775925	25	1326084	22311	576743.4	3373	170.98826	134.92	.3513216	7.17421	.0358353	.0546508	.1551712	.1151121
35300	"35300"	1972	1	.9999933	.952381	10.75457	27	1432786	37411	542401.7	4420	122.71532	163.7037	.3956408	5.939633	.0358353	.0546508	.1551712	.1151121
3540	"3540"	1967	1	.9992099	.7647059	1.7449	940	846237.6	438	173534.3	11976	14.490172	12.740426	1.572692	4.482662	.0252077	.1868057	.1921389	.6787003
3540	"3540"	1968	1	.9992099	.7647059	1.824	838	1136623	497	281633.8	12547	22.446304	14.972554	1.45079	5.789154	.0252077	.1868057	.1921389	.6787003
3540	"3540"	1969	1	.9992099	.7647059	2.055133	735	1245515	1053	267671.2	11498	23.279805	15.643537	1.219003	4.594489	.0252077	.1868057	.1921389	.6787003
3540	"3540"	1970	1	.9992099	.7647059	2.2518	695	1448308	1367	321298.5	12520	25.66282	18.014388	1.278462	4.78332	.0252077	.1868057	.1921389	.6787003
3540	"3540"	1971	1	.9992099	.7647059	2.512467	602	1598907	791	490474.2	10982	44.661643	18.242525	1.143852	6.101092	.0252077	.1868057	.1921389	.6787003
3540	"3540"	1972	1	.9992099	.7647059	2.726533	516	1804563	701	534635	12555	42.583431	24.331395	1.123817	5.854583	.0252077	.1868057	.1921389	.6787003
3551	"3551"	1967	0	.001324	.1428571	9.8876	27	42507.79	184	11802.66	2300	5.1315922	85.185185	.3020366	.3048812	.1523761	.1996482	.442022	.4700298
3551	"3551"	1968	0	.001324	.1428571	9.8199	25	49277.49	143	16038.86	2662	6.0251167	106.48	.3078029	.3296885	.1523761	.1996482	.442022	.4700298
3551	"3551"	1969	0	.001324	.1428571	10.2704	29	74193.8	485	20641.84	4041	5.1081031	139.34483	.4284215	.3543106	.1523761	.1996482	.442022	.4700298
3551	"3551"	1970	0	.001324	.1428571	12.0434	28	76871.98	1169	25981.04	3532	7.3558991	126.14286	.3606651	.3867917	.1523761	.1996482	.442022	.4700298
3551	"3551"	1971	0	.001324	.1428571	12.0885	25	90805.31	1305	30996.4	4459	6.9514244	178.36	.4644361	.3855696	.1523761	.1996482	.442022	.4700298
3551	"3551"	1972	0	.001324	.1428571	13.5051	33	119192	1295	38992.68	5022	7.764372	152.18182	.4495267	.4269938	.1523761	.1996482	.442022	.4700298
35593	"35593"	1967	0	.0015327	.1025641	8.847	11	1062.507	0	33.9098	170	.19946941	15.454545	.0223244	.0008759	.0940295	.0303924	.3274114	.0982155
35593	"35593"	1968	0	.0015327	.1025641	8.9522	17	1776.1	5	647.8854	193	3.3569194	11.352941	.0223163	.0133177	.0940295	.0303924	.3274114	.0982155
35593	"35593"	1969	0	.0015327	.1025641	9.1928	11	696.1971	3	337.2204	108	3.1224116	9.8181818	.01145	.0057883	.0940295	.0303924	.3274114	.0982155
35593	"35593"	1970	0	.0015327	.1025641	9.918	6	393.2244	1	191.5709	57	3.3608926	9.5	.0058205	.002852	.0940295	.0303924	.3274114	.0982155
35593	"35593"	1971	0	.0015327	.1025641	10.1786	7	1119.997	0	304.5605	54	5.64001	7.7142857	.0056245	.0037885	.0940295	.0303924	.3274114	.0982155
35593	"35593"	1972	0	.0015327	.1025641	11.0197	12	698.7486	0	263.1651	110	2.3924096	9.1666667	.0098463	.0028818	.0940295	.0303924	.3274114	.0982155
35600	"35600"	1967	0	.0955247	.3571429	12.4889	94	22387.88	229	6389.674	3221	1.9837547	34.265957	.4229826	.1650553	.4589956	.2863599	.873811	.4534711
35600	"35600"	1968	0	.0955247	.3571429	10.2766	122	57022.75	501	20220.7	4984	4.0571219	40.852459	.5762922	.4156487	.4589956	.2863599	.873811	.4534711
35600	"35600"	1969	0	.0955247	.3571429	9.5694	139	102023.1	1342	34098.27	6891	4.9482328	49.57554	.7305747	.5852858	.4589956	.2863599	.873811	.4534711
35600	"35600"	1970	0	.0955247	.3571429	9.6599	168	149452.9	1452	52453.96	9026	5.8114293	53.72619	.9216769	.7809065	.4589956	.2863599	.873811	.4534711
35600	"35600"	1971	0	.0955247	.3571429	10.5695	146	146686.2	857	56530.58	8961	6.3085128	61.376712	.933351	.7031936	.4589956	.2863599	.873811	.4534711
35600	"35600"	1972	0	.0955247	.3571429	10.8114	227	319496.1	1173	146456.5	14863	9.8537652	65.475771	1.330409	1.603789	.4589956	.2863599	.873811	.4534711
3610	"3610"	1967	0	0	0	5.2215	529	41654.7	107	22752.08	9575	2.3761967	18.100189	1.257392	.5877219	.1183596	.0375345	.2753592	.0662802
3610	"3610"	1968	0	0	0	6.184	477	30174.64	54	15863.52	8846	1.7932985	18.545073	1.022849	.3260843	.1183596	.0375345	.2753592	.0662802
3610	"3610"	1969	0	0	0	6.3321	436	40097.28	438	18603.62	8203	2.2679048	18.81422	.8696712	.3193251	.1183596	.0375345	.2753592	.0662802
3610	"3610"	1970	0	0	0	6.8923	378	34270.13	183	18905.15	6994	2.7030533	18.502646	.7141821	.2814498	.1183596	.0375345	.2753592	.0662802
3610	"3610"	1971	0	0	0	7.8001	332	28730.4	113	16538.25	5778	2.8622793	17.403614	.6018192	.2057221	.1183596	.0375345	.2753592	.0662802
3610	"3610"	1972	0	0	0	8.5662	359	40239.54	139	23452.64	5885	3.9851553	16.392758	.5267751	.2568209	.1183596	.0375345	.2753592	.0662802
3620	"3620"	1967	0	.4943967	.4615385	13.84725	82	27500.05	264	15237.68	5869	2.5962996	71.573171	.7707188	.3936132	.2059158	.1668244	.3364247	.2764112
3620	"3620"	1968	0	.4943967	.4615385	14.53435	87	39086.72	107	15177.84	7404	2.0499511	85.103448	.8561131	.3119897	.2059158	.1668244	.3364247	.2764112
3620	"3620"	1969	0	.4943967	.4615385	14.48395	102	53410.85	1416	28921.67	8447	3.4238983	82.813725	.8955398	.4964311	.2059158	.1668244	.3364247	.2764112
3620	"3620"	1970	0	.4943967	.4615385	14.82305	80	64089.38	3202	37832.97	8772	4.3129242	109.65	.89574	.563237	.2059158	.1668244	.3364247	.2764112
3620	"3620"	1971	0	.4943967	.4615385	15.66765	85	69461.6	25553	38206.11	8429	4.5326981	99.164706	.8779395	.4752524	.2059158	.1668244	.3364247	.2764112
