var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,outcome,panel,estimator,model_id
Tm5,.015357051,.046578594,.3297019053939642,.7416252138819819,-.0759353147679677,.1066494168573728,1720,l_est,4d,dr,35
Tm4,.031025793,.038081136,.8147286816397088,.4152276319601553,-.0436118608645773,.1056634476713515,1720,l_est,4d,dr,35
Tm3,.10309004,.13853031,.7441695426247755,.456773911623106,-.1684243857598733,.3746044665313196,1720,l_est,4d,dr,35
Tm2,-.059460081,.042061448,-1.413647980512248,.1574652860522983,-.1418990045682381,.0229788422481011,1720,l_est,4d,dr,35
Tm1,-.044233285,.066609971,-.6640640143960357,.5066493407870318,-.1747864295034139,.0863198597221105,1720,l_est,4d,dr,35
Tp0,.045884341,.059075195,.7767107791288834,.4373294258731146,-.0699009142490703,.1616695962520915,1720,l_est,4d,dr,35
Tp1,.079096228,.048793364,1.621044766900631,.1050080381429996,-.0165370088600503,.1747294646286355,1720,l_est,4d,dr,35
Tp2,.1610916,.12533429,1.285295448530634,.1986890600742417,-.084559103734102,.4067422955103776,1720,l_est,4d,dr,35
Tp3,.08792381,.14904383,.5899191594777209,.5552448484196364,-.204196725599991,.3800443453719484,1720,l_est,4d,dr,35
Tp4,.14871915,.16162564,.9201457648186103,.3574965916356887,-.1680612837947233,.4654995774901731,1720,l_est,4d,dr,35
Tp5,.15594357,.17637816,.8841433196091627,.3766188509320858,-.1897512701398098,.5016384151822293,1720,l_est,4d,dr,35
Tp6,.23563133,.17892456,1.316931175246248,.1878616954827781,-.1150543628201167,.5863170264229457,1720,l_est,4d,dr,35
Tp7,.22587058,.17729974,1.273947621794691,.2026819796215289,-.121630521330649,.5733716802928988,1720,l_est,4d,dr,35
Tp8,.21734783,.17553492,1.238202813951062,.2156408684265558,-.1266942885476145,.5613899496155772,1720,l_est,4d,dr,35
Tp9,.25907755,.18860218,1.373672085643869,.1695435066808262,-.1105759298312268,.6287310277926526,1720,l_est,4d,dr,35
Tp10,.26377341,.21510077,1.226278350206939,.2200939456114825,-.1578163413820427,.6853631644067925,1720,l_est,4d,dr,35
Tp11,.28686097,.21853626,1.312647043581904,.1893019097361277,-.1414622218511813,.7151841671369784,1720,l_est,4d,dr,35
Tp12,.29168817,.22147276,1.317038630377819,.1878256760925716,-.1423904494935593,.7257667975122055,1720,l_est,4d,dr,35
Tp13,.32175824,.23010597,1.398304640221731,.1620216050414878,-.1292411661724029,.7727576470951019,1720,l_est,4d,dr,35
Pre_avg,-.04636845,.032078803,-1.445454511671464,.1483302612674944,-.1092417476613262,.0165048478085735,4046,l_est,5d,ols,34
Post_avg,.29082483,.10182705,2.856066604253532,.0042892514546748,.0912474842601345,.4904021768040134,4046,l_est,5d,ols,34
Tm2,-.057990607,.050718173,-1.143389105013781,.2528770739583621,-.1573964000698317,.0414151863213766,4046,l_est,5d,ols,34
Tm1,-.034746293,.055136371,-.6301882422398022,.5285714310461422,-.1428115951684571,.0733190092114068,4046,l_est,5d,ols,34
Tp0,.062832594,.046088539,1.363301922646975,.1727873763451457,-.0274992827475245,.1531644705832178,4046,l_est,5d,ols,34
Tp1,.17409553,.050619807,3.439276763998281,.000583270606676,.0748825275283608,.2733085251468864,4046,l_est,5d,ols,34
Tp2,.22575292,.09191452,2.456118149000718,.0140446973719466,.045603771707494,.4059020681171825,4046,l_est,5d,ols,34
Tp3,.15809454,.10483695,1.508004028433847,.1315534959937086,-.0473821025139947,.3635711829907555,4046,l_est,5d,ols,34
Tp4,.19606479,.10855852,1.806074584512601,.0709066901496802,-.0167060056144982,.408835575860241,4046,l_est,5d,ols,34
Tp5,.21388271,.11685041,1.830397585421067,.0671905085118081,-.0151398872974778,.4429053163174057,4046,l_est,5d,ols,34
Tp6,.32294932,.11397748,2.833448393458431,.0046048742641862,.0995575555955406,.5463410845602517,4046,l_est,5d,ols,34
Tp7,.3391805,.11732076,2.891052667743984,.0038395376853753,.1092360329507027,.569124965679821,4046,l_est,5d,ols,34
Tp8,.37003115,.11860308,3.119911781386294,.0018090521035379,.1375733819380198,.6024889144525136,4046,l_est,5d,ols,34
Tp9,.38145497,.12555559,3.038136135837472,.0023804638876717,.1353705403568127,.6275394084690236,4046,l_est,5d,ols,34
Tp10,.3879334,.14486828,2.677835281125816,.0074099649060599,.1039967832022423,.6718700233048682,4046,l_est,5d,ols,34
Tp11,.39318278,.15012147,2.619097698432306,.0088162693857416,.0989501189748486,.6874154496629993,4046,l_est,5d,ols,34
Tp12,.38654822,.15965687,2.421118661807284,.0154728255955516,.0736265111523853,.6994699310702099,4046,l_est,5d,ols,34
Tp13,.45954433,.16112527,2.852093428111186,.0043432333148696,.1437445997117666,.7753440619589183,4046,l_est,5d,ols,34
Pre_avg,-.044852529,.031471629,-1.42517342063027,.154107077471066,-.1065357874995351,.0168307300573469,4046,l_est,5d,dr,33
Post_avg,.29697818,.10376216,2.862104870198807,.0042083763477661,.0936080844496366,.5003482668305758,4046,l_est,5d,dr,33
Tm2,-.055674005,.053552851,-1.039608614221267,.2985217731578067,-.1606356646877966,.0492876540881834,4046,l_est,5d,dr,33
Tm1,-.034031056,.058150019,-.5852286235194699,.5583940008940287,-.1480029997814654,.0799408880461214,4046,l_est,5d,dr,33
Tp0,.06276086,.046541162,1.348502212946493,.1774969088930203,-.0284581412677701,.1539798607234891,4046,l_est,5d,dr,33
Tp1,.17466094,.053020548,3.29421219391123,.0009869796025781,.0707425713295309,.278579300666395,4046,l_est,5d,dr,33
Tp2,.2309601,.091496848,2.524241075220152,.0115948384612201,.0516295749531676,.4102906268252443,4046,l_est,5d,dr,33
Tp3,.16673949,.099405192,1.677372082123895,.0934697450979036,-.0280911022717531,.3615700894887026,4046,l_est,5d,dr,33
Tp4,.20375267,.1036968,1.964888648463937,.0494271268479578,.0005106718937661,.4069946615298484,4046,l_est,5d,dr,33
Tp5,.22250649,.11651091,1.909748213770594,.0561656399344659,-.0058506849139631,.4508636715739668,4046,l_est,5d,dr,33
Tp6,.33115953,.11343116,2.919475959494687,.0035062043685212,.1088385522094482,.5534805119308717,4046,l_est,5d,dr,33
Tp7,.3469936,.11465396,3.026442311753757,.0024745003397499,.1222759633309456,.5717112273924736,4046,l_est,5d,dr,33
Tp8,.37711048,.124198,3.036365238629688,.0023944911879088,.1336868798907005,.6205340826337136,4046,l_est,5d,dr,33
Tp9,.3880952,.12261467,3.165161122613434,.0015499709464404,.1477748545161881,.6284155456074081,4046,l_est,5d,dr,33
Tp10,.39580137,.15233979,2.598148356458499,.0093727989305501,.0972208708323902,.6943818599186473,4046,l_est,5d,dr,33
Tp11,.39944533,.15437217,2.587547507220499,.0096661865414152,.0968814306085861,.7020092196637833,4046,l_est,5d,dr,33
Tp12,.39327866,.16429494,2.393735623859534,.0166777652824415,.0712664868496047,.7152908299304856,4046,l_est,5d,dr,33
Tp13,.4644298,.16088206,2.886771887329099,.0038921630275668,.1491067606947876,.7797528307892823,4046,l_est,5d,dr,33
Pre_avg,.001893477,.0098801795,.1916439920133942,.8480210805129587,-.0174713190091374,.0212582731065872,1720,l_lab_sh,4d,ols,32
Post_avg,.1160139,.049475726,2.34486503653818,.0190339681344132,.0190432588857716,.2129845400052959,1720,l_lab_sh,4d,ols,32
Tm5,.02282393,.027052635,.8436860036300484,.3988448907790261,-.0301982611410976,.0758461207144619,1720,l_lab_sh,4d,ols,32
Tm4,-.015081832,.023702692,-.636291946601436,.5245861530589997,-.0615382553133588,.0313745909425835,1720,l_lab_sh,4d,ols,32
Tm3,.050144747,.026772261,1.873011305447454,.0610668238494285,-.0023279197902649,.1026174135894745,1720,l_lab_sh,4d,ols,32
Tm2,-.020986946,.021784455,-.9633909455309078,.3353513684708711,-.0636836927073991,.0217098001080549,1720,l_lab_sh,4d,ols,32
Tm1,-.027432512,.032034174,-.856351495992375,.3918033851591132,-.0902183390377844,.0353533140539015,1720,l_lab_sh,4d,ols,32
Tp0,.045246273,.02129929,2.124309038354192,.0336443104416821,.0035004328855649,.0869921136728153,1720,l_lab_sh,4d,ols,32
Tp1,.057011221,.029114682,1.958160496444654,.0502111828826293,-.0000525079827984,.114074949191161,1720,l_lab_sh,4d,ols,32
Tp2,.027055113,.042738419,.6330396224643837,.526707768746105,-.0567106494023787,.1108208746924388,1720,l_lab_sh,4d,ols,32
Tp3,.057766005,.047519028,1.215639452258237,.2241222983584765,-.035369578429625,.1509015892233109,1720,l_lab_sh,4d,ols,32
Tp4,.079020716,.050160486,1.57535785945825,.1151738656143548,-.0192920302492607,.1773334627491463,1720,l_lab_sh,4d,ols,32
Tp5,.12427842,.058323767,2.130836621760614,.0331026041740219,.009965935886113,.2385909015534241,1720,l_lab_sh,4d,ols,32
Tp6,.1313608,.063801378,2.058902223868529,.0395036060158955,.0063123960072084,.2564092021411375,1720,l_lab_sh,4d,ols,32
Tp7,.12947768,.060581714,2.137240288569623,.0325784527078605,.0107397023346051,.2482156571243183,1720,l_lab_sh,4d,ols,32
Tp8,.12572457,.060969006,2.062106251263653,.0391976213352065,.0062275125003205,.2452216254257812,1720,l_lab_sh,4d,ols,32
Tp9,.12632391,.061517794,2.053453171839356,.0400286469404718,.0057512485360753,.2468965685987819,1720,l_lab_sh,4d,ols,32
Tp10,.15689282,.062213339,2.52185180762989,.0116738876578839,.0349569175681517,.2788287248173311,1720,l_lab_sh,4d,ols,32
Tp11,.17993255,.062943392,2.858640840641568,.0042546019407033,.0565657691872974,.3032993300043682,1720,l_lab_sh,4d,ols,32
Tp12,.18885392,.063485272,2.974767420476528,.0029321076265205,.0644250723890652,.3132827666230807,1720,l_lab_sh,4d,ols,32
Tp13,.19525059,.064875856,3.009603226647404,.0026158917047636,.0680962443668941,.322404926983585,1720,l_lab_sh,4d,ols,32
Pre_avg,.0023899837,.0093951905,.2543837441064932,.7991991083192529,-.0160242512968517,.0208042187762595,1720,l_lab_sh,4d,dr,31
Post_avg,.12540285,.0514189,2.438847421829538,.0147341878922684,.0246236598082048,.2261820459775466,1720,l_lab_sh,4d,dr,31
Tm5,.021127442,.026221311,.8057355379262692,.420395353747214,-.0302653827403472,.0725202665363238,1720,l_lab_sh,4d,dr,31
Tm4,-.016609281,.024589945,-.6754501301582093,.4993898252348372,-.0648046871598206,.0315861245568238,1720,l_lab_sh,4d,dr,31
Tm3,.051534474,.0264562,1.947916734137995,.051424927129796,-.0003187244611041,.1033876722531573,1720,l_lab_sh,4d,dr,31
Tm2,-.019503575,.022779699,-.8561822727808678,.3918969664780914,-.0641509652503591,.0251438156136136,1720,l_lab_sh,4d,dr,31
Tm1,-.024599141,.031382956,-.7838375969131196,.4331354099190534,-.0861086032354564,.0369103222155303,1720,l_lab_sh,4d,dr,31
Tp0,.043514922,.021229213,2.049766142945372,.0403872569977886,.0019064291579544,.0851234153645218,1720,l_lab_sh,4d,dr,31
Tp1,.063073255,.031398512,2.00879755932094,.0445586072094524,.001533301604419,.1246132086389968,1720,l_lab_sh,4d,dr,31
Tp2,.035850748,.043945186,.8158060487031433,.414611073199024,-.0502802331208124,.1219817299603357,1720,l_lab_sh,4d,dr,31
Tp3,.064160392,.046567664,1.377788508090773,.1682685951345466,-.0271105517145705,.1554313350912642,1720,l_lab_sh,4d,dr,31
Tp4,.087104701,.051337734,1.696699366106692,.0897535125918223,-.0135154089171459,.1877248099286128,1720,l_lab_sh,4d,dr,31
Tp5,.13412526,.061677381,2.17462641024049,.029658123560186,.0132398163013793,.2550107086963319,1720,l_lab_sh,4d,dr,31
Tp6,.14461258,.072036453,2.007491698099274,.044697333724862,.0034237278845873,.2858014331910047,1720,l_lab_sh,4d,dr,31
Tp7,.14221643,.067470394,2.107834570469967,.0350453014034351,.0099768867047801,.2744559715239033,1720,l_lab_sh,4d,dr,31
Tp8,.13775958,.064604111,2.132365557581077,.0329768065295148,.0111378503640403,.2643813120524179,1720,l_lab_sh,4d,dr,31
Tp9,.13803431,.06392251,2.15940073202111,.0308190911619899,.0127484973956878,.2633201304386322,1720,l_lab_sh,4d,dr,31
Tp10,.16845773,.068865657,2.446179116026499,.0144379253183364,.0334835244015467,.3034319388076055,1720,l_lab_sh,4d,dr,31
Tp11,.19066584,.07040102,2.708282353862525,.0067632455923003,.0526823767455074,.3286493054596928,1720,l_lab_sh,4d,dr,31
Tp12,.19993107,.071694396,2.788656856696262,.0052927110307432,.0594126353002324,.3404495051168666,1720,l_lab_sh,4d,dr,31
Tp13,.20613301,.071241394,2.893444349414099,.0038104180788745,.0665024421715275,.3457635738349422,1720,l_lab_sh,4d,dr,31
Pre_avg,-.0077882833,.0094601586,-.8232719530511033,.4103533593268989,-.0263298535191579,.0107532869496508,4046,l_lab_sh,5d,ols,30
Post_avg,.096721381,.027982498,3.456495641446585,.0005472480577393,.0418766934794534,.1515660684185874,4046,l_lab_sh,5d,ols,30
Tm2,-.016547063,.014287725,-1.158131421217251,.2468104091222523,-.0445504899649097,.0114563632337524,4046,l_lab_sh,5d,ols,30
Tm1,.00097049662,.019424845,.0499616158981128,.9601529761761896,-.0371014990689231,.0390424923118202,4046,l_lab_sh,5d,ols,30
Tp0,.027826963,.013246701,2.100671162172953,.0356698424656783,.0018639059245839,.053790020060514,4046,l_lab_sh,5d,ols,30
Tp1,.048559204,.016791916,2.891820393160757,.0038301683856066,.0156476540912852,.0814707533965841,4046,l_lab_sh,5d,ols,30
Tp2,.052948982,.025046771,2.114004264036506,.0345149031286414,.0038582116657423,.1020397513812853,4046,l_lab_sh,5d,ols,30
Tp3,.068685271,.02789212,2.462533159775693,.0137959415145574,.0140177198356995,.1233528218560806,4046,l_lab_sh,5d,ols,30
Tp4,.082597032,.028151629,2.934005372973597,.0033461841584201,.0274208522776783,.1377732121010601,4046,l_lab_sh,5d,ols,30
Tp5,.10330581,.031155597,3.315802544627596,.0009138036917504,.0422419603426295,.1643696580569906,4046,l_lab_sh,5d,ols,30
Tp6,.11288194,.033076506,3.412752943577402,.0006431021480653,.0480531828773,.1777107042896769,4046,l_lab_sh,5d,ols,30
Tp7,.11064973,.032778978,3.375630750627341,.0007364668850058,.0464041102732446,.1748953442965721,4046,l_lab_sh,5d,ols,30
Tp8,.10970617,.032525443,3.372933995282547,.0007437177852549,.0459574748960603,.173454866817845,4046,l_lab_sh,5d,ols,30
Tp9,.11203887,.033056427,3.389321956559051,.0007006569253947,.0472494671635184,.1768282791085687,4046,l_lab_sh,5d,ols,30
Tp10,.1168011,.03436441,3.398897256105559,.0006765812761755,.0494480925394156,.1841541034387491,4046,l_lab_sh,5d,ols,30
Tp11,.12901737,.035589453,3.625157390439559,.0002887855200786,.0592633221769786,.1987714137410665,4046,l_lab_sh,5d,ols,30
Tp12,.13646296,.036102928,3.779830705995662,.0001569350267214,.0657025176169093,.2072233957169836,4046,l_lab_sh,5d,ols,30
Tp13,.14261794,.037526019,3.800508154515982,.000144399665851,.0690682953411225,.2161675864642974,4046,l_lab_sh,5d,ols,30
Pre_avg,-.0075230203,.0095051853,-.7914648717949974,.4286727672516861,-.0261528411154393,.0111068005879168,4046,l_lab_sh,5d,dr,29
Post_avg,.097878836,.029630244,3.303342248140765,.0009553970667029,.0398046254368627,.1559530467538035,4046,l_lab_sh,5d,dr,29
Tm2,-.016618093,.014886398,-1.116327376348117,.2642820273311588,-.0457948971572872,.0125587102058883,4046,l_lab_sh,5d,dr,29
Tm1,.0015720518,.019641418,.0800375911364217,.9362073584550508,-.0369244201208657,.040068523688913,4046,l_lab_sh,5d,dr,29
Tp0,.027623517,.013893788,1.988191984618129,.0467904611236531,.0003921938416667,.054854841035872,4046,l_lab_sh,5d,dr,29
Tp1,.048719928,.016728234,2.912437080373441,.0035862044092507,.0159331923934003,.0815066629437427,4046,l_lab_sh,5d,dr,29
Tp2,.053400025,.026179593,2.039757633228512,.041374471473548,.0020889652511524,.1047110842922283,4046,l_lab_sh,5d,dr,29
Tp3,.069304056,.029391145,2.357991009839441,.0183741379351832,.0116984701472938,.1269096427839578,4046,l_lab_sh,5d,dr,29
Tp4,.083613992,.029795498,2.806262634143219,.005011982343291,.0252158894304158,.1420120940443156,4046,l_lab_sh,5d,dr,29
Tp5,.10470697,.033332728,3.141266244702821,.001682190326896,.0393760267459852,.170037918928911,4046,l_lab_sh,5d,dr,29
Tp6,.11478979,.034831773,3.295548285507198,.000982298211077,.0465207698477051,.1830588129626968,4046,l_lab_sh,5d,dr,29
Tp7,.11235624,.0354819,3.166578963945993,.0015424346291231,.0428129920097061,.1818994841245942,4046,l_lab_sh,5d,dr,29
Tp8,.11123439,.033548675,3.315611947783026,.0009144270784962,.0454801935805787,.1769885849104414,4046,l_lab_sh,5d,dr,29
Tp9,.11377928,.033833906,3.362877358178948,.0007713462344943,.0474660392862954,.1800925139325461,4046,l_lab_sh,5d,dr,29
Tp10,.11846921,.035216462,3.364029269210154,.0007681339648897,.0494462115564951,.1874922054013601,4046,l_lab_sh,5d,dr,29
Tp11,.13051689,.037462451,3.483938844002486,.0004940923730223,.0570918328332494,.2039419405889918,4046,l_lab_sh,5d,dr,29
Tp12,.13785195,.038412541,3.588722572776553,.0003323022267325,.0625647562957553,.2131391507171841,4046,l_lab_sh,5d,dr,29
Tp13,.14393747,.03989068,3.608298150376823,.0003082121730684,.0657531715041929,.2221217655533022,4046,l_lab_sh,5d,dr,29
Pre_avg,.0028495304,.0090817474,.3137645552682821,.7536998666498462,-.0149503673584862,.0206494282157822,1711,l_ship_sh,4d,ols,28
Post_avg,.097031564,.059854355,1.62112788604192,.1049902145465142,-.020280816027852,.214343943068715,1711,l_ship_sh,4d,ols,28
Tm5,.039341621,.036561176,1.076049110299689,.2819052933177704,-.0323169674459666,.1110002096477717,1711,l_ship_sh,4d,ols,28
Tm4,.012412352,.016956102,.7320285924634728,.4641511162082983,-.0208209978839316,.0456457009961762,1711,l_ship_sh,4d,ols,28
Tm3,-.10119475,.06861192,-1.474885915158928,.1402432176459145,-.2356716461176749,.0332821376318808,1711,l_ship_sh,4d,ols,28
Tm2,.0480619,.07264407,.6616080291097896,.5082224605060592,-.094317860639629,.1904416603212926,1711,l_ship_sh,4d,ols,28
Tm1,.015626533,.027224623,.5739852907490831,.565977755044871,-.0377327469627331,.0689858128766487,1711,l_ship_sh,4d,ols,28
Tp0,.015525145,.022664743,.6849910351222518,.4933495780856658,-.0288969336494929,.0599472245618827,1711,l_ship_sh,4d,ols,28
Tp1,.061872497,.034944762,1.770580037360828,.0766305639960412,-.0066179768745278,.1303629712764595,1711,l_ship_sh,4d,ols,28
Tp2,-.025102181,.050324988,-.4988015406901364,.6179192020740101,-.1237373446179756,.0735329818977245,1711,l_ship_sh,4d,ols,28
Tp3,-.0051755034,.058031663,-.0891841305641198,.928935577092586,-.1189154734647003,.1085644665917483,1711,l_ship_sh,4d,ols,28
Tp4,.033995692,.060040157,.5662158998621758,.5712470226243076,-.0836808542243447,.151672237598082,1711,l_ship_sh,4d,ols,28
Tp5,.073308684,.061787281,1.186468841570643,.2354371992852138,-.0477921618941833,.1944095297578384,1711,l_ship_sh,4d,ols,28
Tp6,.096617967,.064586848,1.495938722069053,.1346696244459165,-.029969929104912,.2232058628855822,1711,l_ship_sh,4d,ols,28
Tp7,.11229595,.068396002,1.641849590564486,.1006211789206664,-.0217577527438281,.2463496486817477,1711,l_ship_sh,4d,ols,28
Tp8,.12701622,.078283913,1.622507242491236,.1046947836375132,-.026417434382118,.2804498674151076,1711,l_ship_sh,4d,ols,28
Tp9,.14357539,.079821847,1.798697849359691,.0720664893160554,-.0128725608298015,.300023331255598,1711,l_ship_sh,4d,ols,28
Tp10,.17601019,.077126473,2.282098275265801,.0224835388114935,.0248450817367237,.3271753011444409,1711,l_ship_sh,4d,ols,28
Tp11,.1830225,.078274198,2.338222607829877,.0193757033104083,.0296078903278625,.3364371078410828,1711,l_ship_sh,4d,ols,28
Tp12,.18348075,.080137543,2.289572986085098,.0220460824616724,.0264140556598403,.3405474533294938,1711,l_ship_sh,4d,ols,28
Tp13,.18199855,.081601463,2.230334403635088,.0257252508177317,.0220626218199055,.3419344799638469,1711,l_ship_sh,4d,ols,28
Pre_avg,.0022427298,.0091663692,.2446693684025931,.8067124477291547,-.0157230237634241,.0202084832960128,1711,l_ship_sh,4d,dr,27
Post_avg,.10720321,.053395942,2.007703285844133,.0446748312659124,.0025490849565604,.2118573308635613,1711,l_ship_sh,4d,dr,27
Tm5,.038964927,.037761457,1.031870325439298,.30213286898585,-.0350461690455155,.1129760234385209,1711,l_ship_sh,4d,dr,27
Tm4,.0071949824,.015726719,.4575005347487178,.6473113180176,-.0236288205601653,.0380187853120646,1711,l_ship_sh,4d,dr,27
Tm3,-.099145733,.07390523,-1.341525266871195,.1797499718485824,-.2439973210434223,.0457058554033543,1711,l_ship_sh,4d,dr,27
Tm2,.048932564,.081541955,.6000906310236417,.5484458361687354,-.1108867324386875,.2087518594657223,1711,l_ship_sh,4d,dr,27
Tm1,.015266907,.027580947,.5535309420798022,.5798998989214736,-.0387907547585485,.0693245695613143,1711,l_ship_sh,4d,dr,27
Tp0,.016694715,.022395138,.745461602964511,.4559927149943857,-.0271989480692753,.0605883785623917,1711,l_ship_sh,4d,dr,27
Tp1,.064005353,.035574038,1.799215295979311,.0719846307735279,-.005718479888066,.133729185001477,1711,l_ship_sh,4d,dr,27
Tp2,-.017163146,.046803057,-.3667099398261645,.7138353914342623,-.1088954527533331,.0745691601789274,1711,l_ship_sh,4d,dr,27
Tp3,.0044721067,.051923823,.0861282253548612,.9313644863987269,-.0972967155631492,.1062409289534995,1711,l_ship_sh,4d,dr,27
Tp4,.046515025,.054076739,.8601669840840324,.3896970013919578,-.0594734349678369,.1525034853647562,1711,l_ship_sh,4d,dr,27
Tp5,.084631301,.056667741,1.493465230651467,.1353154490290778,-.0264354307432212,.1956980336685218,1711,l_ship_sh,4d,dr,27
Tp6,.11269234,.060251243,1.870373702280943,.061431941214759,-.0053979259037877,.2307826083207036,1711,l_ship_sh,4d,dr,27
Tp7,.12461466,.063354492,1.96694270080684,.0491898169662914,.0004421330252029,.2487871789178513,1711,l_ship_sh,4d,dr,27
Tp8,.14122871,.069447815,2.033594646484846,.0419924820554427,.005113488619865,.27734392266935,1711,l_ship_sh,4d,dr,27
Tp9,.1577137,.071391173,2.209148419618907,.0271643192123137,.0177895690406308,.2976378236805454,1711,l_ship_sh,4d,dr,27
Tp10,.18722135,.069830932,2.681066164604741,.0073388004024977,.0503552371014886,.3240874594698615,1711,l_ship_sh,4d,dr,27
Tp11,.19328299,.072585091,2.662846997897601,.00774826359076,.0510188274832814,.3355471558121593,1711,l_ship_sh,4d,dr,27
Tp12,.19348475,.072898336,2.654172435717856,.0079503187748307,.0506066407578287,.3363628659827413,1711,l_ship_sh,4d,dr,27
Tp13,.19145104,.070420824,2.718670870908934,.0065544791885572,.0534287641059691,.3294733216751283,1711,l_ship_sh,4d,dr,27
Pre_avg,.0040934547,.011777232,.34757356785192,.7281604598009488,-.018989496658599,.0271764060287234,4046,l_ship_sh,5d,ols,26
Post_avg,.099309184,.026072556,3.808954636999479,.0001395555556833,.0482079126125092,.1504104547018295,4046,l_ship_sh,5d,ols,26
Tm2,.0050644665,.022547297,.2246152371237378,.822278610250347,-.039127423918414,.0492563569234489,4046,l_ship_sh,5d,ols,26
Tm1,.0031224431,.013095421,.2384377830726058,.8115415656518352,-.0225441100010463,.0287889962019214,4046,l_ship_sh,5d,ols,26
Tp0,.010379514,.012335176,.8414564998141911,.4000922447528956,-.0137969862880671,.0345560137393439,4046,l_ship_sh,5d,ols,26
Tp1,.038016699,.017141074,2.217871492926304,.0265635957219366,.0044208116714933,.0716125868375323,4046,l_ship_sh,5d,ols,26
Tp2,.028180666,.01962526,1.435938524886176,.1510198349011298,-.010284135663499,.0666454681992427,4046,l_ship_sh,5d,ols,26
Tp3,.0494425,.023494618,2.104418120252487,.0353419901416889,.0033938947390341,.0954911050130106,4046,l_ship_sh,5d,ols,26
